Date,MaxTemp,MinTemp,AvgTemp,DepartureTemp,HDD,CDD,Precipitation,NewSnow,SnowDepth
2014-05-03,67,46,56.5,1.4,8,0,0,0,0
2014-05-04,58,44,51,-4.5,14,0,0,0,0
2014-05-05,55,43,49,-6.8,16,0,0.05,0,0
2014-05-06,63,41,52,-4.1,13,0,0,0,0
2014-05-07,78,48,63,6.6,2,0,T,0,0
2014-05-08,89,51,70,13.3,0,5,0.1,0,0
2014-05-09,73,54,63.5,6.5,1,0,1.03,0,0
2014-05-10,77,47,62,4.7,3,0,0,0,0
2014-05-11,81,52,66.5,8.8,0,2,0.12,0,0
2014-05-12,84,64,74,16,0,9,2.09,0,0
2014-05-13,67,52,59.5,1.2,5,0,0.12,0,0
2014-05-14,56,44,50,-8.6,15,0,0.02,0,0
2014-05-15,55,40,47.5,-11.4,17,0,0.19,0,0
2014-05-16,46,37,41.5,-17.7,23,0,0.1,0,0
2014-05-17,60,39,49.5,-9.9,15,0,0,0,0
2014-05-18,69,47,58,-1.7,7,0,0,0,0
2014-05-19,69,45,57,-3,8,0,T,0,0
2014-05-20,85,62,73.5,13.2,0,9,0.82,0,0
2014-05-21,86,63,74.5,13.9,0,10,0.01,0,0
2014-05-22,70,53,61.5,0.5,3,0,0,0,0
2014-05-23,69,48,58.5,-2.8,6,0,0,0,0
2014-05-24,74,47,60.5,-1.1,4,0,0,0,0
2014-05-25,83,50,66.5,4.6,0,2,0,0,0
2014-05-26,87,61,74,11.8,0,9,0,0,0
2014-05-27,85,58,71.5,9,0,7,0.21,0,0
2014-05-28,71,56,63.5,0.7,1,0,0.03,0,0
2014-05-29,76,54,65,1.8,0,0,0,0,0
2014-05-30,79,53,66,2.5,0,1,0,0,0
2014-05-31,88,54,71,7.2,0,6,0,0,0
2014-06-01,90,63,76.5,12.4,0,12,T,0,0
2014-06-02,83,68,75.5,11,0,11,0.14,0,0
2014-06-03,81,66,73.5,8.7,0,9,0,0,0
2014-06-04,70,55,62.5,-2.7,2,0,0.19,0,0
2014-06-05,76,52,64,-1.5,1,0,0,0,0
2014-06-06,81,49,65,-0.8,0,0,0,0,0
2014-06-07,84,57,70.5,4.3,0,6,0.08,0,0
2014-06-08,72,54,63,-3.5,2,0,0.23,0,0
2014-06-09,78,55,66.5,-0.4,0,2,0,0,0
2014-06-10,66,56,61,-6.2,4,0,1.26,0,0
2014-06-11,67,57,62,-5.6,3,0,0.52,0,0
2014-06-12,79,58,68.5,0.6,0,4,T,0,0
2014-06-13,75,55,65,-3.3,0,0,0,0,0
2014-06-14,79,52,65.5,-3.1,0,1,0,0,0
2014-06-15,84,60,72,3.1,0,7,0,0,0
2014-06-16,88,67,77.5,8.2,0,13,0,0,0
2014-06-17,91,77,84,14.4,0,19,T,0,0
2014-06-18,82,61,71.5,1.6,0,7,0.65,0,0
2014-06-19,79,59,69,-1.2,0,4,0.32,0,0
2014-06-20,85,63,74,3.5,0,9,0.01,0,0
2014-06-21,84,60,72,1.2,0,7,1.28,0,0
2014-06-22,82,63,72.5,1.4,0,8,0,0,0
2014-06-23,81,66,73.5,2.1,0,9,0.05,0,0
2014-06-24,87,70,78.5,6.9,0,14,0.41,0,0
2014-06-25,80,59,69.5,-2.4,0,5,T,0,0
2014-06-26,78,59,68.5,-3.6,0,4,0,0,0
2014-06-27,88,59,73.5,1.1,0,9,T,0,0
2014-06-28,87,71,79,6.4,0,14,0,0,0
2014-06-29,85,69,77,4.2,0,12,0.07,0,0
2014-06-30,87,67,77,4,0,12,2.6,0,0
2014-07-01,80,67,73.5,0.3,0,9,T,0,0
2014-07-02,70,56,63,-10.3,2,0,0.12,0,0
2014-07-03,76,56,66,-7.5,0,1,0.07,0,0
2014-07-04,79,58,68.5,-5.1,0,4,0,0,0
2014-07-05,77,60,68.5,-5.2,0,4,T,0,0
2014-07-06,87,63,75,1.2,0,10,0,0,0
2014-07-07,88,71,79.5,5.6,0,15,0.63,0,0
2014-07-08,81,66,73.5,-0.5,0,9,0.54,0,0
2014-07-09,80,62,71,-3.1,0,6,0,0,0
2014-07-10,79,60,69.5,-4.7,0,5,0,0,0
2014-07-11,81,60,70.5,-3.7,0,6,0.01,0,0
2014-07-12,80,70,75,0.7,0,10,0.47,0,0
2014-07-13,85,68,76.5,2.2,0,12,0.01,0,0
2014-07-14,80,61,70.5,-3.8,0,6,0.2,0,0
2014-07-15,70,55,62.5,-11.8,2,0,0.05,0,0
2014-07-16,72,55,63.5,-10.8,1,0,0,0,0
2014-07-17,78,54,66,-8.3,0,1,0,0,0
2014-07-18,79,59,69,-5.3,0,4,0,0,0
2014-07-19,80,57,68.5,-5.8,0,4,0,0,0
2014-07-20,82,60,71,-3.2,0,6,0,0,0
2014-07-21,86,63,74.5,0.3,0,10,0,0,0
2014-07-22,90,69,79.5,5.3,0,15,0.01,0,0
2014-07-23,75,59,67,-7.1,0,2,0,0,0
2014-07-24,75,57,66,-8.1,0,1,0,0,0
2014-07-25,75,55,65,-9,0,0,T,0,0
2014-07-26,84,68,76,2,0,11,0,0,0
2014-07-27,87,65,76,2.1,0,11,0.02,0,0
2014-07-28,73,59,66,-7.9,0,1,0,0,0
2014-07-29,81,58,69.5,-4.3,0,5,0.01,0,0
2014-07-30,79,59,69,-4.8,0,4,0,0,0
2014-07-31,84,59,71.5,-2.2,0,7,0,0,0
2014-08-01,85,62,73.5,-0.2,0,9,0.15,0,0
2014-08-02,86,59,72.5,-1.1,0,8,0,0,0
2014-08-03,87,62,74.5,1,0,10,0,0,0
2014-08-04,87,67,77,3.5,0,12,2.76,0,0
2014-08-05,80,64,72,-1.4,0,7,T,0,0
2014-08-06,80,62,71,-2.4,0,6,0,0,0
2014-08-07,81,61,71,-2.3,0,6,0,0,0
2014-08-08,82,66,74,0.8,0,9,0,0,0
2014-08-09,80,66,73,-0.2,0,8,0,0,0
2014-08-10,81,69,75,1.9,0,10,0,0,0
2014-08-11,82,67,74.5,1.5,0,10,0.85,0,0
2014-08-12,70,61,65.5,-7.5,0,1,0.07,0,0
2014-08-13,82,57,69.5,-3.4,0,5,0,0,0
2014-08-14,72,57,64.5,-8.3,0,0,0,0,0
2014-08-15,78,52,65,-7.7,0,0,0,0,0
2014-08-16,82,62,72,-0.7,0,7,0,0,0
2014-08-17,71,64,67.5,-5.1,0,3,T,0,0
2014-08-18,83,65,74,1.5,0,9,0,0,0
2014-08-19,86,69,77.5,5.2,0,13,0.09,0,0
2014-08-20,86,66,76,3.8,0,11,0,0,0
2014-08-21,79,70,74.5,2.4,0,10,0.98,0,0
2014-08-22,86,72,79,7,0,14,1.58,0,0
2014-08-23,86,68,77,5.2,0,12,0.34,0,0
2014-08-24,88,70,79,7.3,0,14,0,0,0
2014-08-25,88,71,79.5,8,0,15,0.01,0,0
2014-08-26,85,71,78,6.7,0,13,0.12,0,0
2014-08-27,82,67,74.5,3.4,0,10,0,0,0
2014-08-28,77,67,72,1.1,0,7,T,0,0
2014-08-29,86,71,78.5,7.8,0,14,0.08,0,0
2014-08-30,83,70,76.5,6,0,12,0.27,0,0
2014-08-31,85,68,76.5,6.3,0,12,0,0,0
2014-09-01,83,70,76.5,6.5,0,12,0.36,0,0
2014-09-02,82,67,74.5,4.8,0,10,0.01,0,0
2014-09-03,83,61,72,2.6,0,7,0,0,0
2014-09-04,85,71,78,8.9,0,13,0.26,0,0
2014-09-05,88,64,76,7.2,0,11,0.5,0,0
2014-09-06,75,60,67.5,-0.9,0,3,0,0,0
2014-09-07,80,54,67,-1.1,0,2,0,0,0
2014-09-08,77,55,66,-1.8,0,1,0,0,0
2014-09-09,79,63,71,3.6,0,6,0.01,0,0
2014-09-10,80,56,68,1,0,3,1.31,0,0
2014-09-11,56,50,53,-13.6,12,0,0,0,0
2014-09-12,55,44,49.5,-16.7,15,0,0.13,0,0
2014-09-13,59,41,50,-15.8,15,0,0,0,0
2014-09-14,65,42,53.5,-11.9,11,0,0,0,0
2014-09-15,62,51,56.5,-8.5,8,0,T,0,0
2014-09-16,68,44,56,-8.6,9,0,0,0,0
2014-09-17,70,48,59,-5.1,6,0,0,0,0
2014-09-18,70,53,61.5,-2.2,3,0,0,0,0
2014-09-19,78,53,65.5,2.3,0,1,0,0,0
2014-09-20,77,63,70,7.2,0,5,0.12,0,0
2014-09-21,69,51,60,-2.3,5,0,T,0,0
2014-09-22,67,46,56.5,-5.4,8,0,0,0,0
2014-09-23,74,51,62.5,1.1,2,0,0,0,0
2014-09-24,77,54,65.5,4.5,0,1,0,0,0
2014-09-25,74,56,65,4.4,0,0,0,0,0
2014-09-26,79,51,65,4.9,0,0,0,0,0
2014-09-27,79,54,66.5,6.8,0,2,0,0,0
2014-09-28,78,53,65.5,6.3,0,1,0,0,0
2014-09-29,83,53,68,9.2,0,3,0.01,0,0
2014-09-30,58,47,52.5,-5.9,12,0,T,0,0
2014-10-01,70,49,59.5,1.5,5,0,0,0,0
2014-10-02,72,63,67.5,9.9,0,3,0.32,0,0
2014-10-03,65,43,54,-3.2,11,0,0.68,0,0
2014-10-04,47,35,41,-15.8,24,0,0.06,T,0
2014-10-05,55,37,46,-10.4,19,0,0.01,0,0
2014-10-06,61,42,51.5,-4.5,13,0,0.01,0,0
2014-10-07,66,48,57,1.4,8,0,T,0,0
2014-10-08,65,44,54.5,-0.7,10,0,0,0,0
2014-10-09,62,43,52.5,-2.4,12,0,0,0,0
2014-10-10,58,39,48.5,-6,16,0,0,0,0
2014-10-11,59,36,47.5,-6.7,17,0,0,0,0
2014-10-12,63,38,50.5,-3.3,14,0,0.01,0,0
2014-10-13,67,56,61.5,8,3,0,0.64,0,0
2014-10-14,65,52,58.5,5.4,6,0,0.65,0,0
2014-10-15,55,50,52.5,-0.3,12,0,0.05,0,0
2014-10-16,56,50,53,0.5,12,0,T,0,0
2014-10-17,62,48,55,2.9,10,0,T,0,0
2014-10-18,50,36,43,-8.8,22,0,0.01,0,0
2014-10-19,54,33,43.5,-8,21,0,0,0,0
2014-10-20,65,46,55.5,4.3,9,0,0.01,0,0
2014-10-21,53,45,49,-1.8,16,0,0,0,0
2014-10-22,56,35,45.5,-5,19,0,0,0,0
2014-10-23,59,36,47.5,-2.7,17,0,0,0,0
2014-10-24,67,52,59.5,9.7,5,0,0,0,0
2014-10-25,72,49,60.5,11,4,0,0,0,0
2014-10-26,64,42,53,3.8,12,0,0,0,0
2014-10-27,77,51,64,15.2,1,0,0,0,0
2014-10-28,68,45,56.5,8,8,0,T,0,0
2014-10-29,49,36,42.5,-5.6,22,0,0,0,0
2014-10-30,51,32,41.5,-6.2,23,0,0,0,0
2014-10-31,47,33,40,-7.4,25,0,0.03,0.1,0
2014-11-01,43,29,36,-11,29,0,0,0,0
2014-11-02,51,25,38,-8.6,27,0,0,0,0
2014-11-03,62,43,52.5,6.3,12,0,0,0,0
2014-11-04,60,44,52,6.2,13,0,T,0,0
2014-11-05,60,34,47,1.6,18,0,T,0,0
2014-11-06,51,38,44.5,-0.4,20,0,T,0,0
2014-11-07,43,29,36,-8.5,29,0,0,0,0
2014-11-08,47,36,41.5,-2.5,23,0,0.01,0,0
2014-11-09,52,35,43.5,-0.1,21,0,T,0,0
2014-11-10,62,41,51.5,8.4,13,0,0,0,0
2014-11-11,58,31,44.5,1.9,20,0,0.21,0,0
2014-11-12,31,24,27.5,-14.7,37,0,T,T,0
2014-11-13,29,24,26.5,-15.2,38,0,T,T,0
2014-11-14,27,21,24,-17.2,41,0,T,T,0
2014-11-15,31,17,24,-16.7,41,0,0.04,1.4,0
2014-11-16,31,18,24.5,-15.7,40,0,0.01,0.2,0
2014-11-17,21,11,16,-23.7,49,0,T,0.3,0
2014-11-18,19,9,14,-25.2,51,0,T,T,0
2014-11-19,32,17,24.5,-14.2,40,0,T,T,0
2014-11-20,27,14,20.5,-17.6,44,0,0,0,0
2014-11-21,35,7,21,-16.6,44,0,0,0,0
2014-11-22,52,33,42.5,5.4,22,0,0.07,0,0
2014-11-23,52,48,50,13.4,15,0,0.63,0,0
2014-11-24,49,24,36.5,0.4,28,0,0.43,0.7,0
2014-11-25,26,18,22,-13.6,43,0,0.01,0.2,0
2014-11-26,29,17,23,-12.1,42,0,T,T,0
2014-11-27,27,15,21,-13.6,44,0,T,T,T
2014-11-28,34,18,26,-8.1,39,0,T,T,0
2014-11-29,51,29,40,6.4,25,0,0,0,0
2014-11-30,50,24,37,3.8,28,0,T,0,0
2014-12-01,25,18,21.5,-11.2,43,0,0,0,0
2014-12-02,34,18,26,-6.3,39,0,T,T,0
2014-12-03,37,24,30.5,-1.3,34,0,0,0,0
2014-12-04,35,23,29,-2.4,36,0,0,0,0
2014-12-05,40,32,36,5,29,0,0,0,0
2014-12-06,40,26,33,2.4,32,0,0,0,0
2014-12-07,36,26,31,0.8,34,0,0,0,0
2014-12-08,37,32,34.5,4.7,30,0,0.2,T,0
2014-12-09,38,31,34.5,5.1,30,0,T,0,0
2014-12-10,33,28,30.5,1.4,34,0,T,T,0
2014-12-11,32,23,27.5,-1.2,37,0,0,0,0
2014-12-12,37,23,30,1.6,35,0,T,T,0
2014-12-13,47,35,41,12.9,24,0,0,0,0
2014-12-14,50,45,47.5,19.7,17,0,T,0,0
2014-12-15,46,42,44,16.5,21,0,0.06,0,0
2014-12-16,45,29,37,9.7,28,0,0.02,0,0
2014-12-17,29,24,26.5,-0.5,38,0,T,T,0
2014-12-18,28,19,23.5,-3.2,41,0,0,0,0
2014-12-19,32,27,29.5,3,35,0,T,T,0
2014-12-20,33,28,30.5,4.2,34,0,T,T,0
2014-12-21,36,31,33.5,7.4,31,0,T,T,0
2014-12-22,41,28,34.5,8.6,30,0,0.32,T,0
2014-12-23,48,38,43,17.3,22,0,0.19,0,0
2014-12-24,40,36,38,12.5,27,0,T,0,0
2014-12-25,42,33,37.5,12.1,27,0,0,0,0
2014-12-26,50,36,43,17.8,22,0,0,0,0
2014-12-27,49,31,40,15,25,0,T,0,0
2014-12-28,35,22,28.5,3.6,36,0,0,0,0
2014-12-29,30,19,24.5,-0.3,40,0,0,0,0
2014-12-30,20,9,14.5,-10.1,50,0,0,0,0
2014-12-31,18,4,11,-13.5,54,0,0,0,0
2015-01-01,32,14,23,-1.4,42,0,0,0,0
2015-01-02,34,15,24.5,0.2,40,0,0,0,0
2015-01-03,34,29,31.5,7.3,33,0,0.57,0.4,0
2015-01-04,33,2,17.5,-6.6,47,0,0.13,2.2,1
2015-01-05,6,-3,1.5,-22.5,63,0,0.15,1.8,2
2015-01-06,10,-5,2.5,-21.4,62,0,0.01,0.2,4
2015-01-07,6,-6,0,-23.9,65,0,0,0,3
2015-01-08,18,-8,5,-18.8,60,0,0.06,3,3
2015-01-09,11,0,5.5,-18.2,59,0,T,T,5
2015-01-10,24,-2,11,-12.7,54,0,0,0,4
2015-01-11,32,22,27,3.4,38,0,0.19,2.6,4
2015-01-12,28,15,21.5,-2.1,43,0,T,0.4,6
2015-01-13,19,3,11,-12.5,54,0,T,0.2,6
2015-01-14,19,1,10,-13.5,55,0,T,T,6
2015-01-15,34,17,25.5,2,39,0,0,0,5
2015-01-16,34,23,28.5,5,36,0,0,0,4
2015-01-17,42,26,34,10.6,31,0,0,0,4
2015-01-18,40,27,33.5,10.1,31,0,T,T,0
2015-01-19,41,25,33,9.6,32,0,T,T,0
2015-01-20,36,29,32.5,9.1,32,0,T,0,0
2015-01-21,33,29,31,7.5,34,0,0.01,0.1,0
2015-01-22,31,28,29.5,6,35,0,0,0,0
2015-01-23,31,29,30,6.5,35,0,0,0,0
2015-01-24,43,29,36,12.4,29,0,0,0,0
2015-01-25,34,24,29,5.4,36,0,0.08,0.6,0
2015-01-26,26,15,20.5,-3.2,44,0,0.07,1,0
2015-01-27,32,20,26,2.2,39,0,T,T,1
2015-01-28,34,19,26.5,2.6,38,0,0.01,0,1
2015-01-29,35,28,31.5,7.5,33,0,0.01,0.1,1
2015-01-30,30,18,24,-0.1,41,0,T,T,1
2015-01-31,36,19,27.5,3.3,37,0,0.12,1.3,0
2015-02-01,31,19,25,0.7,40,0,0.87,16.2,4
2015-02-02,19,6,12.5,-12,52,0,0.05,1.8,18
2015-02-03,26,2,14,-10.7,51,0,0.09,1.6,17
2015-02-04,25,4,14.5,-10.3,50,0,0.02,0.3,16
2015-02-05,15,-2,6.5,-18.5,58,0,0,0,15
2015-02-06,31,13,22,-3.2,43,0,0,0,14
2015-02-07,41,18,29.5,4.1,35,0,0,0,14
2015-02-08,39,25,32,6.3,33,0,0.01,T,9
2015-02-09,27,19,23,-2.9,42,0,T,T,6
2015-02-10,33,14,23.5,-2.7,41,0,0,0,6
2015-02-11,35,18,26.5,0.1,38,0,T,T,6
2015-02-12,18,8,13,-13.7,52,0,T,T,6
2015-02-13,26,5,15.5,-11.5,49,0,T,T,5
2015-02-14,27,1,14,-13.3,51,0,T,0.2,5
2015-02-15,15,-3,6,-21.6,59,0,0.03,0.2,5
2015-02-16,18,5,11.5,-16.4,53,0,0,0,5
2015-02-17,19,8,13.5,-14.7,51,0,T,0.1,5
2015-02-18,8,-3,2.5,-26,62,0,T,T,5
2015-02-19,4,-8,-2,-30.8,67,0,0,0,5
2015-02-20,18,-7,5.5,-23.7,59,0,0.01,0.2,5
2015-02-21,32,17,24.5,-5,40,0,T,T,5
2015-02-22,28,2,15,-14.9,50,0,T,T,5
2015-02-23,12,-4,4,-26.2,61,0,0,0,5
2015-02-24,29,4,16.5,-14.1,48,0,0.01,0.1,5
2015-02-25,26,10,18,-13,47,0,0.17,2,5
2015-02-26,19,0,9.5,-21.8,55,0,0.17,3.7,10
2015-02-27,14,-2,6,-25.7,59,0,0,0,10
2015-02-28,21,-10,5.5,-26.6,59,0,0.02,0.4,9
2015-03-01,25,10,17.5,-14.9,47,0,T,T,9
2015-03-02,33,13,23,-9.8,42,0,0,0,8
2015-03-03,34,24,29,-4.2,36,0,0.13,0.7,9
2015-03-04,31,10,20.5,-13.1,44,0,0,0,8
2015-03-05,16,3,9.5,-24.4,55,0,0,0,7
2015-03-06,27,0,13.5,-20.8,51,0,0,0,7
2015-03-07,44,24,34,-0.7,31,0,0,0,7
2015-03-08,40,28,34,-1.1,31,0,0,0,4
2015-03-09,50,25,37.5,2.1,27,0,0,0,4
2015-03-10,51,35,43,7.2,22,0,0,0,0
2015-03-11,51,30,40.5,4.3,24,0,0,0,0
2015-03-12,56,28,42,5.5,23,0,0,0,0
2015-03-13,65,37,51,14.1,14,0,0,0,0
2015-03-14,60,37,48.5,11.3,16,0,0,0,0
2015-03-15,62,29,45.5,7.9,19,0,0,0,0
2015-03-16,73,42,57.5,19.6,7,0,0,0,0
2015-03-17,45,28,36.5,-1.8,28,0,0,0,0
2015-03-18,50,28,39,0.3,26,0,0,0,0
2015-03-19,46,37,41.5,2.5,23,0,0,0,0
2015-03-20,50,38,44,4.6,21,0,0,0,0
2015-03-21,49,32,40.5,0.8,24,0,0,0,0
2015-03-22,35,26,30.5,-9.6,34,0,0.02,0.2,0
2015-03-23,31,28,29.5,-10.9,35,0,0.61,5.6,2
2015-03-24,37,19,28,-12.8,37,0,0.04,0,5
2015-03-25,41,35,38,-3.1,27,0,0.25,0,2
2015-03-26,42,31,36.5,-5,28,0,0,0,0
2015-03-27,31,21,26,-15.8,39,0,0.04,0.6,1
2015-03-28,36,20,28,-14.2,37,0,0,0,0
2015-03-29,47,24,35.5,-7,29,0,0.01,T,0
2015-03-30,61,34,47.5,4.6,17,0,T,0,0
2015-03-31,58,39,48.5,5.3,16,0,0,0,0
2015-04-01,72,35,53.5,9.9,11,0,0,0,0
2015-04-02,65,50,57.5,13.6,7,0,0.36,0,0
2015-04-03,53,30,41.5,-2.8,23,0,T,0,0
2015-04-04,58,28,43,-1.7,22,0,0,0,0
2015-04-05,66,36,51,6,14,0,0,0,0
2015-04-06,62,34,48,2.6,17,0,0.04,0,0
2015-04-07,46,38,42,-3.8,23,0,T,0,0
2015-04-08,50,40,45,-1.1,20,0,0.05,0,0
2015-04-09,71,41,56,9.5,9,0,1.41,0,0
2015-04-10,62,39,50.5,3.6,14,0,T,0,0
2015-04-11,62,38,50,2.8,15,0,0,0,0
2015-04-12,68,41,54.5,6.9,10,0,T,0,0
2015-04-13,65,49,57,9,8,0,0.22,0,0
2015-04-14,66,39,52.5,4.1,12,0,0,0,0
2015-04-15,64,43,53.5,4.8,11,0,0,0,0
2015-04-16,66,45,55.5,6.4,9,0,T,0,0
2015-04-17,78,45,61.5,12,3,0,0,0,0
2015-04-18,65,47,56,6.1,9,0,0,0,0
2015-04-19,68,48,58,7.8,7,0,0.46,0,0
2015-04-20,52,41,46.5,-4.1,18,0,0.01,0,0
2015-04-21,54,38,46,-5,19,0,T,0,0
2015-04-22,46,34,40,-11.3,25,0,T,T,0
2015-04-23,55,32,43.5,-8.2,21,0,0,0,0
2015-04-24,57,29,43,-9,22,0,0.16,0,0
2015-04-25,48,39,43.5,-8.9,21,0,0.16,0,0
2015-04-26,56,35,45.5,-7.3,19,0,0,0,0
2015-04-27,55,38,46.5,-6.6,18,0,0,0,0
2015-04-28,58,35,46.5,-7,18,0,0,0,0
2015-04-29,61,38,49.5,-4.3,15,0,T,0,0
2015-04-30,51,38,44.5,-9.6,20,0,0,0,0
2015-05-01,67,38,52.5,-2,12,0,0,0,0
2015-05-02,76,50,63,8.2,2,0,0,0,0
2015-05-03,78,55,66.5,11.4,0,2,0.42,0,0
2015-05-04,74,55,64.5,9,0,0,T,0,0
2015-05-05,56,47,51.5,-4.3,13,0,0.95,0,0
2015-05-06,77,46,61.5,5.4,3,0,0,0,0
2015-05-07,83,52,67.5,11.1,0,3,0.04,0,0
2015-05-08,81,63,72,15.3,0,7,0.75,0,0
2015-05-09,64,47,55.5,-1.5,9,0,0.29,0,0
2015-05-10,54,45,49.5,-7.8,15,0,0.14,0,0
2015-05-11,68,47,57.5,-0.2,7,0,0.22,0,0
2015-05-12,56,44,50,-8,15,0,T,0,0
2015-05-13,52,40,46,-12.3,19,0,0,0,0
2015-05-14,66,43,54.5,-4.1,10,0,0.24,0,0
2015-05-15,76,57,66.5,7.6,0,2,T,0,0
2015-05-16,79,62,70.5,11.3,0,6,0.03,0,0
2015-05-17,82,66,74,14.6,0,9,T,0,0
2015-05-18,77,49,63,3.3,2,0,0,0,0
2015-05-19,53,40,46.5,-13.5,18,0,0,0,0
2015-05-20,48,39,43.5,-16.8,21,0,0.04,0,0
2015-05-21,69,45,57,-3.6,8,0,0,0,0
2015-05-22,66,47,56.5,-4.5,8,0,0,0,0
2015-05-23,80,46,63,1.7,2,0,0,0,0
2015-05-24,72,59,65.5,3.9,0,1,0.36,0,0
2015-05-25,78,65,71.5,9.6,0,7,0.07,0,0
2015-05-26,74,64,69,6.8,0,4,0.5,0,0
2015-05-27,74,59,66.5,4,0,2,T,0,0
2015-05-28,82,54,68,5.2,0,3,0,0,0
2015-05-29,81,63,72,8.8,0,7,0.2,0,0
2015-05-30,71,44,57.5,-6,7,0,0.41,0,0
2015-05-31,55,42,48.5,-15.3,16,0,T,0,0
2015-06-01,60,44,52,-12.1,13,0,0,0,0
2015-06-02,70,42,56,-8.5,9,0,0,0,0
2015-06-03,77,50,63.5,-1.3,1,0,0,0,0
2015-06-04,81,57,69,3.8,0,4,0,0,0
2015-06-05,70,55,62.5,-3,2,0,0,0,0
2015-06-06,71,52,61.5,-4.3,3,0,0,0,0
2015-06-07,81,55,68,1.8,0,3,0.36,0,0
2015-06-08,84,61,72.5,6,0,8,0.04,T,0
2015-06-09,85,60,72.5,5.6,0,8,0,0,0
2015-06-10,92,68,80,12.8,0,15,0,0,0
2015-06-11,72,58,65,-2.6,0,0,0.27,0,0
2015-06-12,67,56,61.5,-6.4,3,0,0.13,0,0
2015-06-13,86,56,71,2.7,0,6,0.4,0,0
2015-06-14,83,68,75.5,6.9,0,11,0.6,0,0
2015-06-15,80,68,74,5.1,0,9,2.56,0,0
2015-06-16,72,56,64,-5.3,1,0,0,0,0
2015-06-17,72,56,64,-5.6,1,0,0.14,0,0
2015-06-18,79,58,68.5,-1.4,0,4,0.27,0,0
2015-06-19,67,54,60.5,-9.7,4,0,0,0,0
2015-06-20,78,53,65.5,-5,0,1,0.31,0,0
2015-06-21,84,67,75.5,4.7,0,11,0,0,0
2015-06-22,83,66,74.5,3.4,0,10,0.09,0,0
2015-06-23,82,63,72.5,1.1,0,8,0,0,0
2015-06-24,79,60,69.5,-2.1,0,5,T,0,0
2015-06-25,79,61,70,-1.9,0,5,1.01,0,0
2015-06-26,67,58,62.5,-9.6,2,0,0.13,0,0
2015-06-27,76,56,66,-6.4,0,1,0,0,0
2015-06-28,79,54,66.5,-6.1,0,2,0.02,0,0
2015-06-29,75,64,69.5,-3.3,0,5,0.62,0,0
2015-06-30,77,57,67,-6,0,2,0.17,0,0
2015-07-01,69,54,61.5,-11.7,3,0,0,0,0
2015-07-02,69,53,61,-12.3,4,0,0,0,0
2015-07-03,77,55,66,-7.5,0,1,0,0,0
2015-07-04,81,59,70,-3.6,0,5,0,0,0
2015-07-05,83,60,71.5,-2.2,0,7,0,0,0
2015-07-06,85,64,74.5,0.7,0,10,0.49,0,0
2015-07-07,71,55,63,-10.9,2,0,0.27,0,0
2015-07-08,67,54,60.5,-13.5,4,0,0.07,0,0
2015-07-09,77,58,67.5,-6.6,0,3,T,0,0
2015-07-10,83,59,71,-3.2,0,6,0,0,0
2015-07-11,78,61,69.5,-4.7,0,5,0.03,0,0
2015-07-12,83,69,76,1.7,0,11,T,0,0
2015-07-13,86,68,77,2.7,0,12,0.42,0,0
2015-07-14,83,61,72,-2.3,0,7,0,0,0
2015-07-15,75,59,67,-7.3,0,2,0,0,0
2015-07-16,75,58,66.5,-7.8,0,2,0.97,0,0
2015-07-17,92,71,81.5,7.2,0,17,0.06,0,0
2015-07-18,89,73,81,6.7,0,16,0.54,0,0
2015-07-19,85,65,75,0.7,0,10,0,0,0
2015-07-20,85,63,74,-0.2,0,9,T,0,0
2015-07-21,82,65,73.5,-0.7,0,9,0,0,0
2015-07-22,83,64,73.5,-0.7,0,9,0,0,0
2015-07-23,85,63,74,-0.1,0,9,0,0,0
2015-07-24,84,64,74,-0.1,0,9,0,0,0
2015-07-25,91,69,80,6,0,15,0,0,0
2015-07-26,80,64,72,-2,0,7,T,0,0
2015-07-27,88,67,77.5,3.6,0,13,0,0,0
2015-07-28,91,67,79,5.1,0,14,0,0,0
2015-07-29,88,70,79,5.2,0,14,T,0,0
2015-07-30,88,65,76.5,2.7,0,12,0,0,0
2015-07-31,87,67,77,3.3,0,12,0,0,0
2015-08-01,87,64,75.5,1.8,0,11,0,0,0
2015-08-02,91,67,79,5.4,0,14,0.53,T,0
2015-08-03,82,67,74.5,1,0,10,0,0,0
2015-08-04,82,61,71.5,-2,0,7,0,0,0
2015-08-05,82,61,71.5,-1.9,0,7,0,0,0
2015-08-06,83,64,73.5,0.1,0,9,0,0,0
2015-08-07,83,63,73,-0.3,0,8,0,0,0
2015-08-08,82,68,75,1.8,0,10,0,0,0
2015-08-09,80,67,73.5,0.3,0,9,T,0,0
2015-08-10,84,68,76,2.9,0,11,0.02,0,0
2015-08-11,82,65,73.5,0.5,0,9,0,0,0
2015-08-12,81,61,71,-2,0,6,0,0,0
2015-08-13,85,65,75,2.1,0,10,0,0,0
2015-08-14,90,67,78.5,5.7,0,14,0.21,0,0
2015-08-15,92,67,79.5,6.8,0,15,0.14,0,0
2015-08-16,89,71,80,7.3,0,15,0,0,0
2015-08-17,88,68,78,5.4,0,13,0.12,0,0
2015-08-18,83,67,75,2.5,0,10,0.4,0,0
2015-08-19,75,62,68.5,-3.8,0,4,T,0,0
2015-08-20,74,59,66.5,-5.7,0,2,0,0,0
2015-08-21,82,55,68.5,-3.6,0,4,0,0,0
