Date,MaxTemp,MinTemp,AvgTemp,DepartureTemp,HDD,CDD,Precipitation,NewSnow,SnowDepth
2001-01-01,24,5,14.5,-9.9,50,0,0,0,17
2001-01-02,19,5,12,-12.3,53,0,0,0,15
2001-01-03,28,7,17.5,-6.7,47,0,T,T,14
2001-01-04,30,19,24.5,0.4,40,0,0,0,14
2001-01-05,36,21,28.5,4.5,36,0,0,0,13
2001-01-06,33,17,25,1.1,40,0,0,0,12
2001-01-07,34,21,27.5,3.6,37,0,0,0,12
2001-01-08,26,12,19,-4.8,46,0,T,T,12
2001-01-09,23,10,16.5,-7.2,48,0,0,0,12
2001-01-10,34,18,26,2.3,39,0,0,0,11
2001-01-11,39,18,28.5,4.9,36,0,0,0,11
2001-01-12,37,23,30,6.4,35,0,0,0,11
2001-01-13,36,32,34,10.5,31,0,0,0,10
2001-01-14,36,32,34,10.5,31,0,0.15,T,8
2001-01-15,35,31,33,9.5,32,0,0.05,T,6
2001-01-16,31,26,28.5,5,36,0,T,T,6
2001-01-17,26,19,22.5,-0.9,42,0,0,0,6
2001-01-18,31,19,25,1.6,40,0,0,0,6
2001-01-19,27,17,22,-1.4,43,0,T,T,5
2001-01-20,24,11,17.5,-5.9,47,0,T,T,5
2001-01-21,25,9,17,-6.5,48,0,0,0,5
2001-01-22,29,6,17.5,-6,47,0,0,0,5
2001-01-23,35,21,28,4.5,37,0,0,0,5
2001-01-24,28,16,22,-1.6,43,0,T,T,5
2001-01-25,25,13,19,-4.6,46,0,0,0,5
2001-01-26,31,21,26,2.3,39,0,0.06,1,5
2001-01-27,26,15,20.5,-3.3,44,0,0,0,5
2001-01-28,29,14,21.5,-2.4,43,0,0.03,0.1,5
2001-01-29,42,29,35.5,11.5,29,0,0.62,0,5
2001-01-30,40,32,36,11.9,29,0,0.21,0.4,2
2001-01-31,35,27,31,6.8,34,0,0,0,2
2001-02-01,32,4,18,-6.3,47,0,T,T,2
2001-02-02,12,-2,5,-19.5,60,0,0,0,1
2001-02-03,30,10,20,-4.7,45,0,0.01,0.3,1
2001-02-04,34,26,30,5.2,35,0,0.03,0.1,2
2001-02-05,32,26,29,4,36,0,0.01,0.2,1
2001-02-06,36,20,28,2.8,37,0,T,T,1
2001-02-07,35,17,26,0.6,39,0,0.05,T,T
2001-02-08,53,34,43.5,17.8,21,0,0.58,0,0
2001-02-09,54,20,37,11.1,28,0,0.52,1.1,0
2001-02-10,20,12,16,-10.2,49,0,0,0,1
2001-02-11,27,10,18.5,-7.9,46,0,0,0,1
2001-02-12,38,20,29,2.3,36,0,0,0,1
2001-02-13,38,31,34.5,7.5,30,0,0.01,0,0
2001-02-14,37,28,32.5,5.2,32,0,0.22,0.1,T
2001-02-15,32,26,29,1.4,36,0,0,0,0
2001-02-16,31,14,22.5,-5.4,42,0,0,0,0
2001-02-17,19,6,12.5,-15.7,52,0,0,0,0
2001-02-18,28,7,17.5,-11,47,0,0,0,0
2001-02-19,42,28,35,6.2,30,0,0,0,0
2001-02-20,36,18,27,-2.2,38,0,0,0,0
2001-02-21,21,9,15,-14.5,50,0,0,0,0
2001-02-22,27,19,23,-6.9,42,0,0.03,0.4,T
2001-02-23,30,18,24,-6.2,41,0,T,T,0
2001-02-24,56,30,43,12.4,22,0,1.11,0,0
2001-02-25,55,28,41.5,10.5,23,0,T,0,0
2001-02-26,40,22,31,-0.3,34,0,0,0,0
2001-02-27,29,17,23,-8.7,42,0,0,0,0
2001-02-28,28,11,19.5,-12.6,45,0,0,0,0
2001-03-01,42,20,31,-1.4,34,0,T,T,0
2001-03-02,42,28,35,2.2,30,0,0,0,0
2001-03-03,49,22,35.5,2.3,29,0,0,0,0
2001-03-04,35,24,29.5,-4.1,35,0,T,T,0
2001-03-05,28,18,23,-10.9,42,0,T,T,T
2001-03-06,34,21,27.5,-6.8,37,0,0,0,0
2001-03-07,44,22,33,-1.7,32,0,0,0,0
2001-03-08,35,27,31,-4.1,34,0,0.01,0.1,0
2001-03-09,38,23,30.5,-4.9,34,0,0,0,0
2001-03-10,50,18,34,-1.8,31,0,0.04,T,0
2001-03-11,38,28,33,-3.2,32,0,0.03,0.1,T
2001-03-12,49,30,39.5,3,25,0,0.22,0,0
2001-03-13,42,31,36.5,-0.4,28,0,T,T,0
2001-03-14,50,25,37.5,0.3,27,0,0.01,0,0
2001-03-15,45,33,39,1.4,26,0,0.44,T,0
2001-03-16,34,30,32,-5.9,33,0,0.46,4,1
2001-03-17,38,26,32,-6.3,33,0,T,T,4
2001-03-18,44,20,32,-6.7,33,0,0,0,3
2001-03-19,46,25,35.5,-3.5,29,0,0,0,1
2001-03-20,48,27,37.5,-1.9,27,0,0,0,0
2001-03-21,52,29,40.5,0.8,24,0,0,0,0
2001-03-22,56,28,42,1.9,23,0,0,0,0
2001-03-23,50,34,42,1.6,23,0,0,0,0
2001-03-24,36,21,28.5,-12.3,36,0,T,T,0
2001-03-25,25,19,22,-19.1,43,0,T,T,T
2001-03-26,33,16,24.5,-17,40,0,0,0,0
2001-03-27,39,24,31.5,-10.3,33,0,0,0,0
2001-03-28,49,22,35.5,-6.7,29,0,0.01,0,0
2001-03-29,46,35,40.5,-2,24,0,0.01,0,0
2001-03-30,51,32,41.5,-1.4,23,0,0,0,0
2001-03-31,56,35,45.5,2.3,19,0,0.07,0,0
2001-04-01,49,30,39.5,-4.1,25,0,0,0,0
2001-04-02,60,30,45,1.1,20,0,0,0,0
2001-04-03,46,35,40.5,-3.8,24,0,0,0,0
2001-04-04,52,31,41.5,-3.2,23,0,0,0,0
2001-04-05,60,36,48,3,17,0,0.45,0,0
2001-04-06,62,44,53,7.6,12,0,0.18,0,0
2001-04-07,83,44,63.5,17.7,1,0,0,0,0
2001-04-08,77,45,61,14.9,4,0,0,0,0
2001-04-09,59,44,51.5,5,13,0,0.24,0,0
2001-04-10,51,43,47,0.1,18,0,T,0,0
2001-04-11,77,51,64,16.8,1,0,0.53,0,0
2001-04-12,66,47,56.5,8.9,8,0,0,0,0
2001-04-13,59,37,48,0,17,0,0,0,0
2001-04-14,65,38,51.5,3.1,13,0,0.01,0,0
2001-04-15,54,43,48.5,-0.2,16,0,0.19,0,0
2001-04-16,42,29,35.5,-13.6,29,0,0.02,0.3,0
2001-04-17,46,29,37.5,-12,27,0,T,T,T
2001-04-18,55,26,40.5,-9.4,24,0,0,0,0
2001-04-19,68,33,50.5,0.3,14,0,T,0,0
2001-04-20,77,51,64,13.4,1,0,0.18,0,0
2001-04-21,82,55,68.5,17.5,0,4,0.32,0,0
2001-04-22,78,51,64.5,13.2,0,0,0.09,0,0
2001-04-23,72,44,58,6.3,7,0,0.57,0,0
2001-04-24,61,42,51.5,-0.5,13,0,T,0,0
2001-04-25,60,42,51,-1.4,14,0,T,0,0
2001-04-26,76,46,61,8.2,4,0,0,0,0
2001-04-27,63,40,51.5,-1.6,13,0,0,0,0
2001-04-28,65,40,52.5,-1,12,0,0,0,0
2001-04-29,75,46,60.5,6.7,4,0,0,0,0
2001-04-30,85,50,67.5,13.4,0,3,0.04,0,0
2001-05-01,83,62,72.5,18,0,8,0,0,0
2001-05-02,81,65,73,18.2,0,8,0,0,0
2001-05-03,86,58,72,16.9,0,7,0,0,0
2001-05-04,60,49,54.5,-1,10,0,0.01,0,0
2001-05-05,66,50,58,2.2,7,0,T,0,0
2001-05-06,75,54,64.5,8.4,0,0,0.18,0,0
2001-05-07,67,53,60,3.6,5,0,0.11,0,0
2001-05-08,76,48,62,5.3,3,0,T,0,0
2001-05-09,80,53,66.5,9.5,0,2,0,0,0
2001-05-10,81,58,69.5,12.2,0,5,0.48,0,0
2001-05-11,64,44,54,-3.7,11,0,0.24,0,0
2001-05-12,57,38,47.5,-10.5,17,0,0,0,0
2001-05-13,68,37,52.5,-5.8,12,0,0,0,0
2001-05-14,66,42,54,-4.6,11,0,0.12,0,0
2001-05-15,88,55,71.5,12.6,0,7,0,0,0
2001-05-16,89,64,76.5,17.3,0,12,0.16,0,0
2001-05-17,85,62,73.5,14.1,0,9,0.03,0,0
2001-05-18,73,56,64.5,4.8,0,0,0,0,0
2001-05-19,73,49,61,1,4,0,0,0,0
2001-05-20,77,49,63,2.7,2,0,0.01,0,0
2001-05-21,70,53,61.5,0.9,3,0,0.15,0,0
2001-05-22,61,45,53,-8,12,0,0.07,0,0
2001-05-23,63,44,53.5,-7.8,11,0,0.06,0,0
2001-05-24,60,42,51,-10.6,14,0,0.16,0,0
2001-05-25,59,43,51,-10.9,14,0,0.07,0,0
2001-05-26,57,38,47.5,-14.7,17,0,0.81,0,0
2001-05-27,61,49,55,-7.5,10,0,0.15,T,0
2001-05-28,67,50,58.5,-4.3,6,0,0.09,0,0
2001-05-29,62,44,53,-10.2,12,0,0,0,0
2001-05-30,60,45,52.5,-11,12,0,0,0,0
2001-05-31,62,44,53,-10.8,12,0,0.44,0,0
2001-06-01,65,49,57,-7.1,8,0,0.43,0,0
2001-06-02,56,50,53,-11.5,12,0,0.02,0,0
2001-06-03,55,49,52,-12.8,13,0,0,0,0
2001-06-04,55,46,50.5,-14.7,14,0,0,0,0
2001-06-05,58,47,52.5,-13,12,0,0.64,0,0
2001-06-06,62,52,57,-8.8,8,0,T,0,0
2001-06-07,68,50,59,-7.2,6,0,0,0,0
2001-06-08,74,48,61,-5.5,4,0,0,0,0
2001-06-09,81,50,65.5,-1.4,0,1,0,0,0
2001-06-10,83,65,74,6.8,0,9,0,0,0
2001-06-11,87,64,75.5,7.9,0,11,0.35,T,0
2001-06-12,86,63,74.5,6.6,0,10,0.16,0,0
2001-06-13,91,68,79.5,11.2,0,15,0,0,0
2001-06-14,91,68,79.5,10.9,0,15,0.31,0,0
2001-06-15,77,63,70,1.1,0,5,0.04,0,0
2001-06-16,86,55,70.5,1.2,0,6,0,0,0
2001-06-17,87,54,70.5,0.9,0,6,0.05,0,0
2001-06-18,91,64,77.5,7.6,0,13,0.4,0,0
2001-06-19,84,65,74.5,4.3,0,10,0.02,0,0
2001-06-20,76,63,69.5,-1,0,5,0,0,0
2001-06-21,69,55,62,-8.8,3,0,0.17,0,0
2001-06-22,69,51,60,-11.1,5,0,0.02,0,0
2001-06-23,73,50,61.5,-9.9,3,0,0,0,0
2001-06-24,81,50,65.5,-6.1,0,1,0,0,0
2001-06-25,85,58,71.5,-0.4,0,7,0,0,0
2001-06-26,86,61,73.5,1.4,0,9,0,0,0
2001-06-27,87,63,75,2.6,0,10,0,0,0
2001-06-28,86,63,74.5,1.9,0,10,0,0,0
2001-06-29,87,66,76.5,3.7,0,12,0,0,0
2001-06-30,88,68,78,5,0,13,0,0,0
2001-07-01,78,50,64,-9.2,1,0,T,0,0
2001-07-02,75,49,62,-11.3,3,0,0,0,0
2001-07-03,79,64,71.5,-2,0,7,0.07,0,0
2001-07-04,88,68,78,4.4,0,13,0,0,0
2001-07-05,73,54,63.5,-10.2,1,0,0,0,0
2001-07-06,81,50,65.5,-8.3,0,1,T,0,0
2001-07-07,86,62,74,0.1,0,9,0.17,0,0
2001-07-08,89,68,78.5,4.5,0,14,0,0,0
2001-07-09,91,66,78.5,4.4,0,14,0,0,0
2001-07-10,93,68,80.5,6.3,0,16,0,0,0
2001-07-11,78,60,69,-5.2,0,4,0,0,0
2001-07-12,80,58,69,-5.3,0,4,0,0,0
2001-07-13,79,57,68,-6.3,0,3,0,0,0
2001-07-14,87,61,74,-0.3,0,9,0,0,0
2001-07-15,88,59,73.5,-0.8,0,9,0,0,0
2001-07-16,86,63,74.5,0.2,0,10,0,0,0
2001-07-17,86,71,78.5,4.2,0,14,0.45,0,0
2001-07-18,85,70,77.5,3.2,0,13,0.04,0,0
2001-07-19,88,66,77,2.7,0,12,0,0,0
2001-07-20,93,70,81.5,7.3,0,17,T,0,0
2001-07-21,93,73,83,8.8,0,18,T,0,0
2001-07-22,95,68,81.5,7.3,0,17,1.3,T,0
2001-07-23,92,73,82.5,8.4,0,18,0.09,0,0
2001-07-24,90,68,79,4.9,0,14,0.02,0,0
2001-07-25,75,67,71,-3,0,6,0.82,0,0
2001-07-26,78,68,73,-1,0,8,0,0,0
2001-07-27,78,64,71,-2.9,0,6,0,0,0
2001-07-28,78,65,71.5,-2.4,0,7,T,0,0
2001-07-29,90,65,77.5,3.7,0,13,0,0,0
2001-07-30,90,70,80,6.2,0,15,0,0,0
2001-07-31,94,71,82.5,8.8,0,18,0,0,0
2001-08-01,92,76,84,10.3,0,19,T,0,0
2001-08-02,84,73,78.5,4.9,0,14,1.21,0,0
2001-08-03,84,66,75,1.5,0,10,0,0,0
2001-08-04,87,64,75.5,2,0,11,0,0,0
2001-08-05,89,63,76,2.6,0,11,0,0,0
2001-08-06,92,70,81,7.6,0,16,0,0,0
2001-08-07,95,75,85,11.7,0,20,1.09,0,0
2001-08-08,93,76,84.5,11.3,0,20,0,0,0
2001-08-09,95,72,83.5,10.3,0,19,0.47,0,0
2001-08-10,77,62,69.5,-3.6,0,5,0,0,0
2001-08-11,77,60,68.5,-4.5,0,4,0,0,0
2001-08-12,84,60,72,-1,0,7,0,0,0
2001-08-13,75,59,67,-5.9,0,2,0.07,0,0
2001-08-14,75,57,66,-6.8,0,1,0,0,0
2001-08-15,77,57,67,-5.7,0,2,0.04,0,0
2001-08-16,70,65,67.5,-5.2,0,3,0.38,0,0
2001-08-17,78,61,69.5,-3.1,0,5,0,0,0
2001-08-18,70,61,65.5,-7,0,1,0.26,0,0
2001-08-19,73,62,67.5,-4.8,0,3,0.34,0,0
2001-08-20,79,58,68.5,-3.7,0,4,0,0,0
2001-08-21,81,63,72,-0.1,0,7,0.09,0,0
2001-08-22,86,68,77,5,0,12,1.32,0,0
2001-08-23,74,69,71.5,-0.3,0,7,0.16,0,0
2001-08-24,80,67,73.5,1.8,0,9,0.43,0,0
2001-08-25,79,69,74,2.5,0,9,1.63,0,0
2001-08-26,84,66,75,3.7,0,10,0,0,0
2001-08-27,84,64,74,2.9,0,9,0.45,0,0
2001-08-28,78,58,68,-2.9,0,3,0,0,0
2001-08-29,82,56,69,-1.7,0,4,0,0,0
2001-08-30,85,68,76.5,6,0,12,4.31,0,0
2001-08-31,75,61,68,-2.2,0,3,T,0,0
2001-09-01,67,52,59.5,-10.5,5,0,0,0,0
2001-09-02,78,49,63.5,-6.2,1,0,0,0,0
2001-09-03,85,62,73.5,4.1,0,9,T,0,0
2001-09-04,75,58,66.5,-2.6,0,2,0,0,0
2001-09-05,78,54,66,-2.8,0,1,0,0,0
2001-09-06,85,61,73,4.6,0,8,0.98,0,0
2001-09-07,87,68,77.5,9.4,0,13,0.01,0,0
2001-09-08,81,63,72,4.2,0,7,0,0,0
2001-09-09,72,55,63.5,-3.9,1,0,0.32,0,0
2001-09-10,77,53,65,-2,0,0,0,0,0
2001-09-11,78,50,64,-2.6,1,0,0,0,0
2001-09-12,82,56,69,2.8,0,4,0,0,0
2001-09-13,68,57,62.5,-3.3,2,0,T,0,0
2001-09-14,63,54,58.5,-6.9,6,0,0,0,0
2001-09-15,66,50,58,-7,7,0,0,0,0
2001-09-16,71,48,59.5,-5.1,5,0,0,0,0
2001-09-17,65,52,58.5,-5.6,6,0,0.32,0,0
2001-09-18,69,55,62,-1.7,3,0,0.72,0,0
2001-09-19,67,57,62,-1.2,3,0,1.72,0,0
2001-09-20,73,53,63,0.2,2,0,1.33,0,0
2001-09-21,68,55,61.5,-0.8,3,0,0.05,0,0
2001-09-22,74,51,62.5,0.6,2,0,0,0,0
2001-09-23,66,50,58,-3.4,7,0,0.6,0,0
2001-09-24,55,45,50,-11,15,0,T,0,0
2001-09-25,58,40,49,-11.6,16,0,0,0,0
2001-09-26,69,50,59.5,-0.6,5,0,T,0,0
2001-09-27,62,45,53.5,-6.2,11,0,0,0,0
2001-09-28,56,52,54,-5.2,11,0,0,0,0
2001-09-29,65,46,55.5,-3.3,9,0,0,0,0
2001-09-30,71,44,57.5,-0.9,7,0,0,0,0
2001-10-01,78,49,63.5,5.5,1,0,0,0,0
2001-10-02,80,48,64,6.4,1,0,0,0,0
2001-10-03,78,53,65.5,8.3,0,1,0,0,0
2001-10-04,62,47,54.5,-2.3,10,0,0.88,0,0
2001-10-05,51,41,46,-10.4,19,0,0.16,0,0
2001-10-06,50,30,40,-16,25,0,0,0,0
2001-10-07,52,29,40.5,-15.1,24,0,0,0,0
2001-10-08,65,39,52,-3.2,13,0,T,0,0
2001-10-09,73,56,64.5,9.6,0,0,T,0,0
2001-10-10,65,55,60,5.5,5,0,0.22,0,0
2001-10-11,64,51,57.5,3.3,7,0,0.01,0,0
2001-10-12,61,51,56,2.2,9,0,0.75,0,0
2001-10-13,65,55,60,6.5,5,0,3.79,0,0
2001-10-14,60,46,53,-0.1,12,0,0.1,0,0
2001-10-15,52,42,47,-5.8,18,0,0.04,0,0
2001-10-16,52,38,45,-7.5,20,0,0.04,0,0
2001-10-17,51,33,42,-10.1,23,0,0,0,0
2001-10-18,64,38,51,-0.8,14,0,0,0,0
2001-10-19,60,46,53,1.5,12,0,0,0,0
2001-10-20,68,44,56,4.8,9,0,0,0,0
2001-10-21,67,51,59,8.2,6,0,T,0,0
2001-10-22,62,49,55.5,5,9,0,0.58,0,0
2001-10-23,65,58,61.5,11.3,3,0,0.7,0,0
2001-10-24,63,40,51.5,1.7,13,0,1.24,T,0
2001-10-25,40,35,37.5,-12,27,0,T,T,0
2001-10-26,41,36,38.5,-10.7,26,0,0,0,0
2001-10-27,45,30,37.5,-11.3,27,0,0,0,0
2001-10-28,54,32,43,-5.5,22,0,0,0,0
2001-10-29,60,43,51.5,3.4,13,0,0,0,0
2001-10-30,52,47,49.5,1.8,15,0,0.03,0,0
2001-10-31,68,50,59,11.6,6,0,0,0,0
2001-11-01,66,58,62,15,3,0,0.01,0,0
2001-11-02,66,46,56,9.4,9,0,0,0,0
2001-11-03,66,35,50.5,4.3,14,0,0,0,0
2001-11-04,61,36,48.5,2.7,16,0,0,0,0
2001-11-05,56,30,43,-2.4,22,0,0,0,0
2001-11-06,62,33,47.5,2.6,17,0,0,0,0
2001-11-07,68,44,56,11.5,9,0,0,0,0
2001-11-08,59,31,45,1,20,0,T,0,0
2001-11-09,52,27,39.5,-4.1,25,0,0,0,0
2001-11-10,59,39,49,5.9,16,0,0,0,0
2001-11-11,51,34,42.5,-0.1,22,0,0,0,0
2001-11-12,56,28,42,-0.2,23,0,0,0,0
2001-11-13,63,40,51.5,9.8,13,0,0.02,0,0
2001-11-14,62,51,56.5,15.3,8,0,0.06,0,0
2001-11-15,68,54,61,20.3,4,0,0,0,0
2001-11-16,60,40,50,9.8,15,0,0,0,0
2001-11-17,66,38,52,12.3,13,0,0,0,0
2001-11-18,63,48,55.5,16.3,9,0,0.12,0,0
2001-11-19,56,35,45.5,6.8,19,0,0.07,0,0
2001-11-20,43,28,35.5,-2.6,29,0,0,0,0
2001-11-21,53,35,44,6.4,21,0,0,0,0
2001-11-22,57,39,48,10.9,17,0,0,0,0
2001-11-23,59,44,51.5,14.9,13,0,0.02,0,0
2001-11-24,64,49,56.5,20.4,8,0,0.31,0,0
2001-11-25,49,42,45.5,9.9,19,0,0.13,0,0
2001-11-26,50,36,43,7.9,22,0,0.03,0,0
2001-11-27,52,36,44,9.4,21,0,T,0,0
2001-11-28,42,35,38.5,4.4,26,0,0.12,0,0
2001-11-29,45,39,42,8.4,23,0,0.09,0,0
2001-11-30,48,41,44.5,11.3,20,0,0.24,0,0
2001-12-01,42,30,36,3.3,29,0,T,0,0
2001-12-02,52,26,39,6.7,26,0,0,0,0
2001-12-03,56,41,48.5,16.7,16,0,0,0,M
2001-12-04,62,54,58,26.6,7,0,T,0,0
2001-12-05,68,44,56,25,9,0,0.03,0,M
2001-12-06,51,37,44,13.4,21,0,0,0,M
2001-12-07,46,35,40.5,10.3,24,0,0,0,0
2001-12-08,47,30,38.5,8.7,26,0,T,T,0
2001-12-09,40,22,31,1.6,34,0,0,0,0
2001-12-10,48,29,38.5,9.4,26,0,0,0,M
2001-12-11,48,23,35.5,6.8,29,0,0,0,0
2001-12-12,47,38,42.5,14.1,22,0,0.42,0,M
2001-12-13,46,31,38.5,10.4,26,0,0.04,0,0
2001-12-14,38,31,34.5,6.7,30,0,0.05,0.1,T
2001-12-15,40,29,34.5,7,30,0,0,0,M
2001-12-16,45,39,42,14.7,23,0,0.14,0,0
2001-12-17,46,33,39.5,12.5,25,0,0.06,0,M
2001-12-18,48,29,38.5,11.8,26,0,0,0,0
2001-12-19,41,30,35.5,9,29,0,0.16,0.6,M
2001-12-20,40,25,32.5,6.2,32,0,0,0,M
2001-12-21,40,22,31,4.9,34,0,0,0,M
2001-12-22,49,33,41,15.1,24,0,0.08,0,0
2001-12-23,32,21,26.5,0.8,38,0,0.01,0.5,M
2001-12-24,21,15,18,-7.5,47,0,T,T,0
2001-12-25,22,12,17,-8.4,48,0,T,0.2,M
2001-12-26,18,9,13.5,-11.7,51,0,T,T,0
2001-12-27,27,18,22.5,-2.5,42,0,T,0.1,M
2001-12-28,25,17,21,-3.9,44,0,T,0.1,0
2001-12-29,19,8,13.5,-11.3,51,0,T,T,0
2001-12-30,20,5,12.5,-12.1,52,0,T,T,M
2001-12-31,21,7,14,-10.5,51,0,0,0,M
2002-01-01,25,10,17.5,-6.9,47,0,0,0,0
2002-01-02,31,11,21,-3.3,44,0,0,0,0
2002-01-03,28,12,20,-4.2,45,0,0,0,0
2002-01-04,38,18,28,3.9,37,0,0,0,0
2002-01-05,35,28,31.5,7.5,33,0,0.02,0.1,0
2002-01-06,35,22,28.5,4.6,36,0,0,0,0
2002-01-07,28,15,21.5,-2.4,43,0,0,0,0
2002-01-08,41,21,31,7.2,34,0,0,0,0
2002-01-09,55,38,46.5,22.8,18,0,0,0,0
2002-01-10,44,34,39,15.3,26,0,0,0,0
2002-01-11,43,33,38,14.4,27,0,0,0,0
2002-01-12,41,29,35,11.4,30,0,T,T,0
2002-01-13,42,24,33,9.5,32,0,0,0,0
2002-01-14,40,30,35,11.5,30,0,0.03,0,0
2002-01-15,34,30,32,8.5,33,0,T,T,0
2002-01-16,33,24,28.5,5,36,0,0.17,3,3
2002-01-17,25,12,18.5,-4.9,46,0,T,T,3
2002-01-18,20,12,16,-7.4,49,0,0,0,2
2002-01-19,29,11,20,-3.4,45,0,0,0,2
2002-01-20,36,22,29,5.6,36,0,0,0,2
2002-01-21,36,25,30.5,7,34,0,0.02,0.4,1
2002-01-22,55,32,43.5,20,21,0,T,0,1
2002-01-23,48,35,41.5,18,23,0,T,0,0
2002-01-24,40,32,36,12.4,29,0,0,0,0
2002-01-25,50,27,38.5,14.9,26,0,0,0,0
2002-01-26,53,34,43.5,19.8,21,0,0,0,0
2002-01-27,59,38,48.5,24.7,16,0,0,0,0
2002-01-28,47,34,40.5,16.6,24,0,0,0,0
2002-01-29,36,31,33.5,9.5,31,0,T,0,0
2002-01-30,34,29,31.5,7.4,33,0,0.34,4.8,4
2002-01-31,34,30,32,7.8,33,0,0.62,7.2,11
2002-02-01,34,19,26.5,2.2,38,0,0.01,T,M
2002-02-02,33,8,20.5,-4,44,0,0,M,M
2002-02-03,35,19,27,2.3,38,0,T,T,5
2002-02-04,24,11,17.5,-7.3,47,0,0,0,5
2002-02-05,30,10,20,-5,45,0,0,0,5
2002-02-06,37,21,29,3.8,36,0,0,0,5
2002-02-07,40,24,32,6.6,33,0,0,0,5
2002-02-08,43,29,36,10.3,29,0,0,0,4
2002-02-09,50,30,40,14.1,25,0,T,0,2
2002-02-10,46,27,36.5,10.3,28,0,0.09,0,0
2002-02-11,38,19,28.5,2.1,36,0,0,0,0
2002-02-12,43,26,34.5,7.8,30,0,T,T,0
2002-02-13,33,17,25,-2,40,0,0,0,0
2002-02-14,46,29,37.5,10.2,27,0,0,0,0
2002-02-15,42,35,38.5,10.9,26,0,0,0,0
2002-02-16,42,32,37,9.1,28,0,T,0,0
2002-02-17,39,26,32.5,4.3,32,0,0,0,0
2002-02-18,50,25,37.5,9,27,0,0,0,0
2002-02-19,46,38,42,13.2,23,0,0.44,0,0
2002-02-20,54,34,44,14.8,21,0,0.29,T,0
2002-02-21,34,29,31.5,2,33,0,0.01,0.1,0
2002-02-22,38,22,30,0.1,35,0,0,0,0
2002-02-23,48,23,35.5,5.3,29,0,0,0,0
2002-02-24,61,38,49.5,18.9,15,0,0,0,0
2002-02-25,52,32,42,11,23,0,T,T,0
2002-02-26,32,19,25.5,-5.8,39,0,0.12,1.7,2
2002-02-27,25,17,21,-10.7,44,0,T,T,1
2002-02-28,31,15,23,-9.1,42,0,T,T,T
2002-03-01,32,20,26,-6.4,39,0,0.2,2,T
2002-03-02,34,21,27.5,-5.3,37,0,1.02,7.1,6
2002-03-03,21,0,10.5,-22.7,54,0,0.01,0.8,6
2002-03-04,19,-7,6,-27.6,59,0,T,0.3,6
2002-03-05,33,12,22.5,-11.4,42,0,T,T,5
2002-03-06,43,26,34.5,0.2,30,0,0,0,5
2002-03-07,38,33,35.5,0.8,29,0,0,0,2
2002-03-08,64,37,50.5,15.4,14,0,0.23,0,0
2002-03-09,63,21,42,6.6,23,0,0.52,T,0
2002-03-10,28,14,21,-14.8,44,0,0,0,0
2002-03-11,44,22,33,-3.2,32,0,0,0,0
2002-03-12,53,27,40,3.5,25,0,0,0,0
2002-03-13,59,36,47.5,10.6,17,0,0,0,0
2002-03-14,63,37,50,12.8,15,0,0,0,0
2002-03-15,59,35,47,9.4,18,0,0.01,0,0
2002-03-16,41,32,36.5,-1.4,28,0,0,0,0
2002-03-17,41,34,37.5,-0.8,27,0,T,0,0
2002-03-18,47,36,41.5,2.8,23,0,T,0,0
2002-03-19,48,35,41.5,2.5,23,0,0.01,0,0
2002-03-20,46,33,39.5,0.1,25,0,0.03,0,0
2002-03-21,39,17,28,-11.7,37,0,0.02,0.1,0
2002-03-22,37,14,25.5,-14.6,39,0,0,0,0
2002-03-23,51,27,39,-1.4,26,0,0,0,0
2002-03-24,41,26,33.5,-7.3,31,0,T,T,0
2002-03-25,31,24,27.5,-13.6,37,0,0.03,0.4,T
2002-03-26,38,25,31.5,-10,33,0,0.03,0.5,T
2002-03-27,48,23,35.5,-6.3,29,0,0,0,0
2002-03-28,50,29,39.5,-2.7,25,0,T,0,0
2002-03-29,45,37,41,-1.5,24,0,0.61,0,0
2002-03-30,50,35,42.5,-0.4,22,0,0,0,0
2002-03-31,47,28,37.5,-5.7,27,0,0.01,0,0
2002-04-01,41,27,34,-9.6,31,0,0.22,0.9,0
2002-04-02,44,33,38.5,-5.4,26,0,0.02,T,0
2002-04-03,40,30,35,-9.3,30,0,0.01,T,0
2002-04-04,37,25,31,-13.7,34,0,0.02,0.1,0
2002-04-05,41,24,32.5,-12.5,32,0,T,T,0
2002-04-06,44,24,34,-11.4,31,0,0,0,0
2002-04-07,49,35,42,-3.8,23,0,0.3,0,0
2002-04-08,52,46,49,2.9,16,0,0.88,0,0
2002-04-09,51,35,43,-3.5,22,0,0.05,0,0
2002-04-10,64,34,49,2.1,16,0,0,0,0
2002-04-11,75,50,62.5,15.3,2,0,0,0,0
2002-04-12,67,47,57,9.4,8,0,T,0,0
2002-04-13,62,42,52,4,13,0,0,0,0
2002-04-14,77,41,59,10.6,6,0,0,0,0
2002-04-15,88,62,75,26.3,0,10,0,0,0
2002-04-16,87,68,77.5,28.4,0,13,0,0,0
2002-04-17,85,65,75,25.5,0,10,0.07,0,0
2002-04-18,89,63,76,26.1,0,11,0.04,0,0
2002-04-19,68,44,56,5.8,9,0,0.19,0,0
2002-04-20,48,41,44.5,-6.1,20,0,0.04,0,0
2002-04-21,42,39,40.5,-10.5,24,0,0.35,0,0
2002-04-22,43,36,39.5,-11.8,25,0,T,0,0
2002-04-23,60,31,45.5,-6.2,19,0,0,0,0
