route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
38,Ogden/Taylor,05/01/2008,1545.2,0,0,32450
39,Pershing,05/01/2008,2018.1,0,0,42381
43,43rd,05/01/2008,1857,872.7,419.5,45458
44,Wallace-Racine,05/01/2008,7079.8,2989.6,1754.9,172397
47,47th,05/01/2008,12059.2,9461.9,6023.3,330670
48,South Damen,05/01/2008,1267.4,0,0,26615
49,Western,05/01/2008,21453.7,23993.5,15879.6,649892
49A,South Western,05/01/2008,724.3,0,0,15210
49B,North Western,05/01/2008,5809.6,4356.7,2968.7,158630
X49,Western Express,05/01/2008,13707.5,0,0,287857
50,Damen,05/01/2008,8793.8,5279.7,3430.6,228221
51,51st,05/01/2008,2486,1600.5,1041.7,65416
52,Kedzie/California,05/01/2008,13526.6,9906.7,6502.6,366106
52A,South Kedzie,05/01/2008,5476.6,2187.2,1423.8,133064
53,Pulaski,05/01/2008,21754.3,16211.8,10465.3,590226
53A,South Pulaski,05/01/2008,8563.9,4011.8,2182.2,210812
53AL,South Pulaski Limited,05/01/2008,762.9,0,0,16020
54,Cicero,05/01/2008,9814.3,11500.5,7490.8,301056
X54,Cicero Express,05/01/2008,6831.7,0,0,143465
54A,North Cicero/Skokie Blvd.,05/01/2008,1112.4,0,0,23360
54B,South Cicero,05/01/2008,3759.2,4802.1,2536.9,115638
55,Garfield,05/01/2008,12650,10962.4,7740.2,359164
X55,Garfield Express,05/01/2008,3440.4,0,0,72248
55A,55th/Austin,05/01/2008,276.7,0,0,5811
55N,55th/Narragansett,05/01/2008,679.4,145.8,0,14996
56,Milwaukee,05/01/2008,14359.9,10082.4,6216.1,383050
56A,North Milwaukee,05/01/2008,891,0,0,18711
57,Laramie,05/01/2008,3748.1,1620.2,862.3,91122
59,59th/61st,05/01/2008,4109.4,1969,0,96143
60,Blue Island/26th,05/01/2008,13271.1,8703.5,6031.4,352369
62,Archer,05/01/2008,15810.3,9685.3,6240.5,411646
62H,Archer/Harlem,05/01/2008,1475.9,518.1,0,33584
63,63rd,05/01/2008,23884.8,17170.2,12791,651388
63W,West 63rd,05/01/2008,2203.9,860.7,599,53581
64,Foster-Canfield,05/01/2008,181.7,0,0,3815
65,Grand,05/01/2008,7743.3,4992.9,3235,203750
66,Chicago,05/01/2008,25871.3,18347.5,11619,693130
67,67th-69th-71st,05/01/2008,15809.3,11071,7685.8,425778
68,Northwest Highway,05/01/2008,1794.4,688,303.4,42638
69,Cumberland/East River,05/01/2008,450.1,0,0,9452
70,Division,05/01/2008,11832.9,7565.6,5205.6,312346
71,71st/South Shore,05/01/2008,11735.7,9610.9,6523.2,327120
72,North,05/01/2008,17447.5,15232.3,10102.1,493070
73,Armitage,05/01/2008,6066.6,3209.4,1840.3,152647
74,Fullerton,05/01/2008,12784.9,10090.9,6743.5,352655
75,74th-75th,05/01/2008,9197.7,6746.7,4569.4,249732
76,Diversey,05/01/2008,11815.8,7823.5,5083.3,312666
77,Belmont,05/01/2008,23918.4,16578.6,11614.8,643254
78,Montrose,05/01/2008,9461.7,6399.5,4511.1,253249
79,79th,05/01/2008,36481.9,29948,18670.1,1009210
80,Irving Park,05/01/2008,13029.2,10793,6978.4,362469
X80,Irving Park Express,05/01/2008,4600.7,1675.6,1273.8,111363
81,Lawrence,05/01/2008,15712.1,12356.7,9077.5,437125
81W,West Lawrence,05/01/2008,2091.3,1360.7,742.2,54432
82,Kimball-Homan,05/01/2008,19938.3,12711.8,8410.9,524318
84,Peterson,05/01/2008,5190.5,2686.6,1480.8,129837
85,Central,05/01/2008,14508,9383.8,6436.8,383770
85A,North Central,05/01/2008,1208.7,494.9,0,27858
86,Narragansett/Ridgeland,05/01/2008,2426,0,0,50947
87,87th,05/01/2008,18615.7,11800.5,6602.3,482944
88,Higgins,05/01/2008,1719.5,937.7,687.6,44236
90,Harlem,05/01/2008,5848.5,4884,2865.4,161565
90N,North Harlem,05/01/2008,405.7,239.7,0,9718
91,Austin,05/01/2008,10423.9,5584.9,3105.9,262355
92,Foster,05/01/2008,9046.7,4715.6,2967.1,228393
93,California/Dodge,05/01/2008,3676.5,1936.5,0,86888
94,South California,05/01/2008,11889.1,6040,3896.9,299355
95E,93rd-95th,05/01/2008,5761.2,4217.2,2712.2,155632
95W,West 95th,05/01/2008,4302,4567.5,2603.1,126194
96,Lunt,05/01/2008,1075.4,0,0,22584
97,Skokie,05/01/2008,3822.1,2704.5,1743,102502
X98,Avon Express,05/01/2008,311.7,36.2,0,6727
100,Jeffery Manor Express,05/01/2008,1021.2,0,0,21445
103,West 103rd,05/01/2008,4097.4,1991.1,1098.4,101493
106,East 103rd,05/01/2008,2164.7,597.8,389.4,50395
108,Halsted/95th,05/01/2008,2881.9,0,0,60520
111,Pullman/111th/115th,05/01/2008,6875.9,4068.4,2848.1,178977
112,Vincennes/111th,05/01/2008,3990.4,1593.7,1211.3,97823
119,Michigan/119th,05/01/2008,6798,4969.9,3412.2,184667
120,Ogilvie/Wacker Express,05/01/2008,1459.4,0,0,30648
121,Union/Wacker Express,05/01/2008,1577.9,0,0,33137
122,Illinois Center/Ogilvie Express,05/01/2008,1001,0,0,21020
123,Illinois Center/Union Express,05/01/2008,629.8,0,0,13227
124,Navy Pier,05/01/2008,1255.8,1958.5,1396.8,43147
125,Water Tower Express,05/01/2008,2242.5,0,0,47092
126,Jackson,05/01/2008,10861,4850.2,3126.9,267967
127,Madison/Roosevelt Circulator,05/01/2008,1807.3,0,0,37954
129,West Loop/South Loop,05/01/2008,974,0,0,20455
130,Museum Campus,05/01/2008,0,195.1,182.2,377
132,Goose Island Express,05/01/2008,344.8,0,0,7240
134,Stockton/LaSalle Express,05/01/2008,2881.4,0,0,60510
135,Clarendon/LaSalle Express,05/01/2008,4305.8,0,0,90421
136,Sheridan/LaSalle Express,05/01/2008,2227.3,0,0,46772
143,Stockton/Michigan Express,05/01/2008,1126.7,0,0,23660
144,Marine/Michigan Express,05/01/2008,1335,0,0,28034
145,Wilson/Michigan Express,05/01/2008,7354.1,5738.6,3454,200398
146,Inner Drive/Michigan Express,05/01/2008,10170.2,10075.7,7923.2,303569
147,Outer Drive Express,05/01/2008,17708.1,14143.5,8042.8,482802
148,Clarendon/Michigan Express,05/01/2008,2154.3,0,0,45240
151,Sheridan,05/01/2008,22537.8,20987.7,14702,651743
152,Addison,05/01/2008,12599.8,6920,4558,321987
154,Wrigley Field Express,05/01/2008,1001.1,1874.6,1532.1,14695
155,Devon,05/01/2008,7481.6,6894.9,4789.8,215537
156,LaSalle,05/01/2008,10495.4,0,0,220403
157,Streeterville/Taylor,05/01/2008,2327.6,0,0,48880
165,West 65th,05/01/2008,102.9,0,0,2161
168,UIC-Pilsen Express,05/01/2008,74.8,0,0,1572
169,69th-UPS Express,05/01/2008,342.3,21.8,0,7298
170,U. of Chicago/Midway,05/01/2008,348.3,0,0,7313
171,U. of Chicago/Hyde Park,05/01/2008,2825.4,817.1,792.3,67381
172,U. of Chicago/Kenwood,05/01/2008,1462.5,392.1,315.8,34253
173,U. of Chicago/Lakeview Express,05/01/2008,197.6,0,0,4151
174,U. of Chicago/Garfield Stations,05/01/2008,404.3,209.9,55.3,9760
192,U. of Chicago Hospitals Express,05/01/2008,648.6,0,0,13622
200,Main Shuttle,05/01/2008,90.5,0,0,1900
201,Central/Ridge,05/01/2008,1538.5,839.1,41.6,36711
205,Chicago/Golf,05/01/2008,1029,0,0,21610
206,Evanston Circulator,05/01/2008,942.4,0,0,19790
1001,Shuttle/Special Event Route,05/01/2008,1931.2,25282.8,24110.9,188913
1,Indiana/Hyde Park,06/01/2008,3113.7,0,0,65387
2,Hyde Park Express,06/01/2008,2329.5,0,0,48920
3,King Drive,06/01/2008,21257.3,18728.7,12827.2,585455
X3,King Drive Express,06/01/2008,2722.6,0,0,57175
4,Cottage Grove,06/01/2008,23063.4,18382.1,13803.5,626877
X4,Cottage Grove Express,06/01/2008,3123.8,0,0,65599
5,South Shore Night Bus,06/01/2008,518.6,539.7,717.7,16639
6,Jackson Park Express,06/01/2008,12612.5,12765,8516.1,358504
7,Harrison,06/01/2008,6186.2,0,0,129911
8,Halsted,06/01/2008,20967.9,15741.4,11675.4,561670
8A,South Halsted,06/01/2008,4051.6,4107.6,2433.3,113682
9,Ashland,06/01/2008,23005.8,26261.4,19690.7,686622
X9,Ashland Express,06/01/2008,11820.5,0,0,248230
10,Museum of S & I,06/01/2008,1084.2,1472.3,1104.9,34183
11,Lincoln/Sedgwick,06/01/2008,6347.7,2495.3,1689.6,151731
12,Roosevelt,06/01/2008,14089.2,10156.6,7775.5,375377
14,Jeffery Express,06/01/2008,14451.7,6544.3,3881.3,349069
15,Jeffery Local,06/01/2008,7886,6606.6,4766.7,215867
17,Westchester,06/01/2008,478.8,0,0,10055
18,16th/18th,06/01/2008,1514,1098,836,40366
19,United Center Express,06/01/2008,418.2,0,0,836
20,Madison,06/01/2008,21270.6,15587.6,10553,561798
X20,Washington/Madison Express,06/01/2008,2316.7,0,0,48650
21,Cermak,06/01/2008,9377.2,8566.5,5527.8,258826
22,Clark,06/01/2008,24456.3,21480,15974.4,679375
24,Wentworth,06/01/2008,3543.9,0,0,74422
26,South Shore Express,06/01/2008,2577.9,0,0,54136
28,Stony Island,06/01/2008,5648.4,5519,3684,159112
X28,Stony Island Express,06/01/2008,3985.6,0,0,83697
29,State,06/01/2008,15687.1,14502.3,10771.7,441297
30,South Chicago,06/01/2008,3357.7,2251,845.3,83743
33,Mag Mile Express,06/01/2008,697.1,0,0,14640
34,South Michigan,06/01/2008,5693.1,4645.1,3281,154541
35,35th,06/01/2008,6369.8,4119.1,2378.4,162133
36,Broadway,06/01/2008,17163.7,19181.3,14217.3,508249
38,Ogden/Taylor,06/01/2008,1370,0,0,28769
39,Pershing,06/01/2008,1999.6,0,0,41992
43,43rd,06/01/2008,1789.9,854.8,463.5,43325
44,Wallace-Racine,06/01/2008,6352.4,2899.5,1735.9,153679
47,47th,06/01/2008,11525,9424.7,6442,311935
48,South Damen,06/01/2008,990.1,0,0,20793
49,Western,06/01/2008,20621.9,24173.5,16514.8,612328
49A,South Western,06/01/2008,649.4,0,0,13637
49B,North Western,06/01/2008,5431.9,4270,2991,146105
X49,Western Express,06/01/2008,12928.5,0,0,271499
50,Damen,06/01/2008,8652.1,5491.8,3828.9,222807
51,51st,06/01/2008,2365.7,1618.8,1119.8,61753
52,Kedzie/California,06/01/2008,13084.2,10139.8,7062.3,350638
52A,South Kedzie,06/01/2008,5213.2,2132.8,1464.3,125329
53,Pulaski,06/01/2008,22166.6,16428.9,11572.8,589079
53A,South Pulaski,06/01/2008,7861.4,4146.3,2150.4,192427
53AL,South Pulaski Limited,06/01/2008,748.1,0,0,15709
54,Cicero,06/01/2008,9826.7,11136.6,7654.2,289177
X54,Cicero Express,06/01/2008,6585.2,0,0,138290
54A,North Cicero/Skokie Blvd.,06/01/2008,1147.5,0,0,24098
54B,South Cicero,06/01/2008,3828.9,4555.5,2664.8,111954
55,Garfield,06/01/2008,12107,11143.9,8524,341443
X55,Garfield Express,06/01/2008,3329.7,0,0,69924
55A,55th/Austin,06/01/2008,239,0,0,5019
55N,55th/Narragansett,06/01/2008,596.2,156.7,0,13147
56,Milwaukee,06/01/2008,14461.1,10224.3,7255.2,380857
56A,North Milwaukee,06/01/2008,833.9,0,0,17512
57,Laramie,06/01/2008,3144.1,1484.4,917.1,76548
59,59th/61st,06/01/2008,3633.4,2038.4,0,84456
60,Blue Island/26th,06/01/2008,13674,9451.6,6805.3,358986
62,Archer,06/01/2008,15326.8,9503.1,6706.4,393408
62H,Archer/Harlem,06/01/2008,1469,618.1,0,33322
63,63rd,06/01/2008,22685.3,17206,13532.7,612878
63W,West 63rd,06/01/2008,2126.6,929.2,750,52125
64,Foster-Canfield,06/01/2008,190.5,0,0,4000
65,Grand,06/01/2008,7832.4,5353.3,3283.2,202309
66,Chicago,06/01/2008,25459.9,18513.1,12449.4,670958
67,67th-69th-71st,06/01/2008,14479,11225.4,7739.1,387656
68,Northwest Highway,06/01/2008,1583,698.5,340.9,37742
69,Cumberland/East River,06/01/2008,441.5,0,0,9271
70,Division,06/01/2008,11036.9,7985,5544.2,291436
71,71st/South Shore,06/01/2008,11648.2,9288.6,7080,317167
72,North,06/01/2008,17807.7,16733.4,10979.4,495793
73,Armitage,06/01/2008,5716.2,3201.5,1832.4,142008
74,Fullerton,06/01/2008,12554.3,10114.1,6641.5,337305
75,74th-75th,06/01/2008,8554.8,6605,4605.4,229097
76,Diversey,06/01/2008,11627.1,8033.3,5526.8,303937
77,Belmont,06/01/2008,23491.6,17724,12148.4,624962
78,Montrose,06/01/2008,9459.5,6713.8,4959.6,250303
79,79th,06/01/2008,35018.8,27464,19578.4,943143
80,Irving Park,06/01/2008,12717.8,11140.3,8003.8,351654
X80,Irving Park Express,06/01/2008,4413.1,1800.7,1433.2,107043
81,Lawrence,06/01/2008,15931.3,12915.5,10054.2,436490
81W,West Lawrence,06/01/2008,2033.7,1337.4,826.9,52191
82,Kimball-Homan,06/01/2008,19198.3,13137.7,9228.8,501859
84,Peterson,06/01/2008,5002.9,2796.6,1840.4,125450
85,Central,06/01/2008,13409.7,9303.7,6799.8,352819
85A,North Central,06/01/2008,1204.4,510,0,27332
86,Narragansett/Ridgeland,06/01/2008,2111.6,0,0,44343
87,87th,06/01/2008,17030,11614.8,7288.6,440533
88,Higgins,06/01/2008,1604,1461.9,654.1,42803
90,Harlem,06/01/2008,6156.6,4745.8,2858.2,162563
90N,North Harlem,06/01/2008,406.7,210.8,0,9385
91,Austin,06/01/2008,9441.9,5649.1,3391.7,237835
92,Foster,06/01/2008,8710.5,4799.3,3152.6,217881
93,California/Dodge,06/01/2008,3407.2,1951.4,0,79358
94,South California,06/01/2008,11340.6,6366.8,4352.2,285381
95E,93rd-95th,06/01/2008,5444.8,3934.2,3059.9,145378
95W,West 95th,06/01/2008,4420,4449.4,2908,125158
96,Lunt,06/01/2008,1024.1,0,0,21505
97,Skokie,06/01/2008,3784.8,2692.9,1851.5,99510
X98,Avon Express,06/01/2008,326.2,60.7,0,7092
100,Jeffery Manor Express,06/01/2008,769.1,0,0,16152
103,West 103rd,06/01/2008,3479.1,1946.8,1313.4,87416
106,East 103rd,06/01/2008,1653.7,502.8,380.8,38644
108,Halsted/95th,06/01/2008,2414.8,0,0,50711
111,Pullman/111th/115th,06/01/2008,6358.4,4044.6,2966.8,164538
112,Vincennes/111th,06/01/2008,3332.4,1645,1231.9,82720
119,Michigan/119th,06/01/2008,6283.4,4624.4,3439.9,167648
120,Ogilvie/Wacker Express,06/01/2008,1417.6,0,0,29770
121,Union/Wacker Express,06/01/2008,1643.1,0,0,34505
122,Illinois Center/Ogilvie Express,06/01/2008,953.1,0,0,20015
123,Illinois Center/Union Express,06/01/2008,648.1,0,0,13610
124,Navy Pier,06/01/2008,1605.5,2198.5,1274.1,48879
125,Water Tower Express,06/01/2008,2332.1,0,0,48974
126,Jackson,06/01/2008,9479.5,4963.5,3346.7,235657
127,Madison/Roosevelt Circulator,06/01/2008,1918.8,0,0,19188
129,West Loop/South Loop,06/01/2008,963.2,0,0,20227
130,Museum Campus,06/01/2008,0,762.7,404.1,2738
132,Goose Island Express,06/01/2008,367.1,0,0,7709
134,Stockton/LaSalle Express,06/01/2008,3009.5,0,0,63199
135,Clarendon/LaSalle Express,06/01/2008,4306.1,0,0,90429
136,Sheridan/LaSalle Express,06/01/2008,2349.4,0,0,49338
143,Stockton/Michigan Express,06/01/2008,1209.7,0,0,25404
144,Marine/Michigan Express,06/01/2008,1407.9,0,0,29565
145,Wilson/Michigan Express,06/01/2008,7302.1,6305.7,3595.8,196546
146,Inner Drive/Michigan Express,06/01/2008,10704.6,10034.8,8411.3,306992
147,Outer Drive Express,06/01/2008,18065.8,14767.4,8812.3,482512
148,Clarendon/Michigan Express,06/01/2008,2148.3,0,0,45115
151,Sheridan,06/01/2008,24303.4,22849.9,16330.7,683425
152,Addison,06/01/2008,11153.1,6392.7,4755,283561
154,Wrigley Field Express,06/01/2008,1617.1,493.1,2887.4,9849
155,Devon,06/01/2008,7359.9,6891.1,5130.3,207774
156,LaSalle,06/01/2008,10841,0,0,227660
157,Streeterville/Taylor,06/01/2008,2278.4,0,0,47847
165,West 65th,06/01/2008,135.3,0,0,2841
168,UIC-Pilsen Express,06/01/2008,70.6,0,0,1482
169,69th-UPS Express,06/01/2008,336.5,32.2,0,7196
170,U. of Chicago/Midway,06/01/2008,362.8,0,0,7620
171,U. of Chicago/Hyde Park,06/01/2008,1303,522.2,775.1,29959
172,U. of Chicago/Kenwood,06/01/2008,853.1,501.8,574.9,20069
173,U. of Chicago/Lakeview Express,06/01/2008,192.3,0,0,1923
174,U. of Chicago/Garfield Stations,06/01/2008,329,212.9,53.4,7442
192,U. of Chicago Hospitals Express,06/01/2008,640.2,0,0,13443
200,Main Shuttle,06/01/2008,89.8,0,0,1887
201,Central/Ridge,06/01/2008,1501.5,954.1,33.4,35515
205,Chicago/Golf,06/01/2008,979.3,0,0,20565
206,Evanston Circulator,06/01/2008,575.2,0,0,12080
1001,Shuttle/Special Event Route,06/01/2008,1420.5,21939.2,18498.7,154017
1,Indiana/Hyde Park,07/01/2008,2990.9,0,0,65800
2,Hyde Park Express,07/01/2008,2301.8,0,0,50639
3,King Drive,07/01/2008,21641.1,18133,13977.8,618525
X3,King Drive Express,07/01/2008,2644.4,0,0,58177
4,Cottage Grove,07/01/2008,23228.1,18992.9,15437.5,664178
X4,Cottage Grove Express,07/01/2008,3010.5,0,0,66232
5,South Shore Night Bus,07/01/2008,404.3,493.3,499.7,13365
6,Jackson Park Express,07/01/2008,12254.5,11013.6,9166.5,359486
7,Harrison,07/01/2008,6418.5,0,0,141206
8,Halsted,07/01/2008,21339.2,14550.4,12026.8,587798
8A,South Halsted,07/01/2008,4279.6,3504.8,2642.3,121383
9,Ashland,07/01/2008,22717.1,25922.2,20771.1,707321
X9,Ashland Express,07/01/2008,11307.4,0,0,248763
10,Museum of S & I,07/01/2008,1424,1903.7,1236,45122
11,Lincoln/Sedgwick,07/01/2008,6197.5,2373.4,1688.2,154278
12,Roosevelt,07/01/2008,14769.1,9859.9,8677,407744
14,Jeffery Express,07/01/2008,14325.7,6078.8,4690.3,362932
15,Jeffery Local,07/01/2008,7703.4,6246.9,5223.6,220582
17,Westchester,07/01/2008,479.7,0,0,10554
18,16th/18th,07/01/2008,1534.2,1005.8,851.7,42033
19,United Center Express,07/01/2008,516.7,104.9,170.6,2859
20,Madison,07/01/2008,21630.3,14813.2,11440.1,592320
X20,Washington/Madison Express,07/01/2008,2558,0,0,56276
21,Cermak,07/01/2008,9455.8,7986.3,5617.5,268061
22,Clark,07/01/2008,23734.3,19917,15575,679697
24,Wentworth,07/01/2008,3212.1,0,0,70667
26,South Shore Express,07/01/2008,2641.2,0,0,58105
28,Stony Island,07/01/2008,5145.5,5122.9,3829.7,152842
X28,Stony Island Express,07/01/2008,4215.4,0,0,92740
29,State,07/01/2008,15673.8,15093.8,12699.9,468698
30,South Chicago,07/01/2008,3303.8,2074.3,893.5,85448
33,Mag Mile Express,07/01/2008,688.7,0,0,15152
34,South Michigan,07/01/2008,5751.1,4607.6,3790.2,163905
35,35th,07/01/2008,6228.9,3912.1,2586.5,165616
36,Broadway,07/01/2008,17085.1,18188.8,14079.2,519024
38,Ogden/Taylor,07/01/2008,1498.4,0,0,32965
39,Pershing,07/01/2008,1929.5,0,0,42449
43,43rd,07/01/2008,1754.8,832.1,590.1,44885
44,Wallace-Racine,07/01/2008,6063.7,2789.1,1969.7,154406
47,47th,07/01/2008,11872.3,8599.8,6658,328879
48,South Damen,07/01/2008,856.9,0,0,18851
49,Western,07/01/2008,20157.2,22426.2,17229.4,619311
49A,South Western,07/01/2008,647.8,0,0,14252
49B,North Western,07/01/2008,5428.5,3503.7,3104.5,148965
X49,Western Express,07/01/2008,12885.8,0,0,283488
50,Damen,07/01/2008,8695.7,5045.5,3738.2,230178
51,51st,07/01/2008,2294.9,1517.4,1185,62483
52,Kedzie/California,07/01/2008,13284.6,9771,7100,366846
52A,South Kedzie,07/01/2008,4896.7,1890.8,1259.8,121589
53,Pulaski,07/01/2008,21505.6,15092.9,12479.6,595893
53A,South Pulaski,07/01/2008,7650.4,3378.7,2425.6,193951
53AL,South Pulaski Limited,07/01/2008,695.8,0,0,15307
54,Cicero,07/01/2008,9568.5,10368.6,8188.2,292922
X54,Cicero Express,07/01/2008,6891.7,0,0,151618
54A,North Cicero/Skokie Blvd.,07/01/2008,1162,0,0,25565
54B,South Cicero,07/01/2008,3827.2,4191.7,2902.9,115480
55,Garfield,07/01/2008,12121.8,10661.8,9490.2,356778
X55,Garfield Express,07/01/2008,3172.9,0,0,69803
55A,55th/Austin,07/01/2008,229.7,0,0,5053
55N,55th/Narragansett,07/01/2008,565.5,147.8,0,13033
56,Milwaukee,07/01/2008,14472.9,9687.3,7405.4,394179
56A,North Milwaukee,07/01/2008,779.1,0,0,17140
57,Laramie,07/01/2008,2738,1470.9,1008.7,71163
59,59th/61st,07/01/2008,3627,1720,0,86675
60,Blue Island/26th,07/01/2008,13892.2,8854.2,7400.9,378049
62,Archer,07/01/2008,14747.5,9021.7,7064.5,395854
62H,Archer/Harlem,07/01/2008,1444.3,585.1,0,34114
63,63rd,07/01/2008,22129.3,15813.8,14628.7,623242
63W,West 63rd,07/01/2008,2062.1,861.1,795.2,52787
64,Foster-Canfield,07/01/2008,200.7,0,0,4415
65,Grand,07/01/2008,8195.8,5687.4,4662.6,226370
66,Chicago,07/01/2008,25328.7,18760.4,14486.3,704705
67,67th-69th-71st,07/01/2008,14194.4,10143.9,8687.1,396289
68,Northwest Highway,07/01/2008,1496.2,668.7,428,37732
69,Cumberland/East River,07/01/2008,426.7,0,0,9388
70,Division,07/01/2008,10783.7,7386.9,6070.3,297141
71,71st/South Shore,07/01/2008,11593.8,9266.4,7936.7,331814
72,North,07/01/2008,17786.7,15567.4,11890.7,513031
73,Armitage,07/01/2008,5617.4,2966.7,2027,145584
74,Fullerton,07/01/2008,12328,9594.9,7085,345020
75,74th-75th,07/01/2008,7995.1,6214.4,4830.8,224905
76,Diversey,07/01/2008,11518.4,7684.7,5837.3,313329
77,Belmont,07/01/2008,23464,15902.7,12759.1,643615
78,Montrose,07/01/2008,9158.4,6029.1,4920,250202
79,79th,07/01/2008,34068.2,27447.7,22799.9,973292
80,Irving Park,07/01/2008,12125.2,10188.9,7859.2,346805
X80,Irving Park Express,07/01/2008,4406,1644.1,1322,110119
81,Lawrence,07/01/2008,15753.1,12686.9,9880.5,446717
81W,West Lawrence,07/01/2008,2019.6,1397.5,1146.2,55752
82,Kimball-Homan,07/01/2008,18522.7,12433,9642,505442
84,Peterson,07/01/2008,4786.2,2523.6,1931.7,125048
85,Central,07/01/2008,13223.8,9049.6,7632.7,365286
85A,North Central,07/01/2008,1074.4,535,0,25777
86,Narragansett/Ridgeland,07/01/2008,2003.3,0,0,44073
87,87th,07/01/2008,16800.4,10556.4,7713.3,450400
88,Higgins,07/01/2008,1565.5,770.2,612,40581
90,Harlem,07/01/2008,6062.7,4403.1,3017.3,166077
90N,North Harlem,07/01/2008,443.9,161.3,0,10411
91,Austin,07/01/2008,9115.7,4975,3648.3,238686
92,Foster,07/01/2008,8317.4,4369.3,3300.1,216960
93,California/Dodge,07/01/2008,3276.2,1693.4,0,78851
94,South California,07/01/2008,11102.4,5756.9,4505.8,289809
95E,93rd-95th,07/01/2008,5464.4,3775.6,3359.5,152118
95W,West 95th,07/01/2008,4284,4224.5,2832.6,125309
96,Lunt,07/01/2008,973.9,0,0,21426
97,Skokie,07/01/2008,3716.2,2349.3,1818.4,100245
X98,Avon Express,07/01/2008,247.6,42.2,25.8,5600
100,Jeffery Manor Express,07/01/2008,762.8,0,0,16782
103,West 103rd,07/01/2008,3388.6,1929,1473.6,89633
106,East 103rd,07/01/2008,1559.1,476.4,423.8,38324
108,Halsted/95th,07/01/2008,2377.1,0,0,52297
111,Pullman/111th/115th,07/01/2008,6179.2,3870.9,3222.1,167536
112,Vincennes/111th,07/01/2008,3314.3,1557.1,1343.2,85859
119,Michigan/119th,07/01/2008,6068.7,4164.1,3544.5,167891
120,Ogilvie/Wacker Express,07/01/2008,1418.6,0,0,31210
121,Union/Wacker Express,07/01/2008,1604.2,0,0,35292
122,Illinois Center/Ogilvie Express,07/01/2008,964.4,0,0,21216
123,Illinois Center/Union Express,07/01/2008,679,0,0,14937
124,Navy Pier,07/01/2008,2021.9,2394.9,2059.7,64360
125,Water Tower Express,07/01/2008,2275,0,0,50049
126,Jackson,07/01/2008,9231,4795,3819.7,241361
129,West Loop/South Loop,07/01/2008,1000.5,0,0,22011
130,Museum Campus,07/01/2008,0,704.7,515.7,5397
132,Goose Island Express,07/01/2008,357.6,0,0,7867
134,Stockton/LaSalle Express,07/01/2008,3097.3,0,0,68140
135,Clarendon/LaSalle Express,07/01/2008,4172.1,0,0,91785
136,Sheridan/LaSalle Express,07/01/2008,2427.7,0,0,53410
143,Stockton/Michigan Express,07/01/2008,1289.7,0,0,28373
144,Marine/Michigan Express,07/01/2008,1345.6,0,0,29603
145,Wilson/Michigan Express,07/01/2008,7647.6,5768.8,3834.2,210493
146,Inner Drive/Michigan Express,07/01/2008,11353,11084.4,9137.6,339792
147,Outer Drive Express,07/01/2008,18696.7,15064.7,9192.4,517549
148,Clarendon/Michigan Express,07/01/2008,2212.2,0,0,48669
151,Sheridan,07/01/2008,24526.2,22215.3,19096.8,723922
152,Addison,07/01/2008,10647.8,6390,4705.8,283340
154,Wrigley Field Express,07/01/2008,1374.1,2602.5,2003.6,13335
155,Devon,07/01/2008,7391.1,6549.3,5623.2,216917
156,LaSalle,07/01/2008,10407.6,0,0,228967
157,Streeterville/Taylor,07/01/2008,1984.6,0,0,43662
165,West 65th,07/01/2008,96.6,0,0,2126
168,UIC-Pilsen Express,07/01/2008,77.5,0,0,1704
169,69th-UPS Express,07/01/2008,356.2,31.3,0,7931
170,U. of Chicago/Midway,07/01/2008,357,0,0,7853
171,U. of Chicago/Hyde Park,07/01/2008,286.7,0,0,6307
172,U. of Chicago/Kenwood,07/01/2008,471.8,0,0,10380
174,U. of Chicago/Garfield Stations,07/01/2008,272.3,0,0,5990
192,U. of Chicago Hospitals Express,07/01/2008,698.2,0,0,15360
200,Main Shuttle,07/01/2008,115.1,0,0,2533
201,Central/Ridge,07/01/2008,1518.1,870.7,51.9,37141
205,Chicago/Golf,07/01/2008,948.6,0,0,20869
206,Evanston Circulator,07/01/2008,444.7,0,0,9784
1001,Shuttle/Special Event Route,07/01/2008,14494,12649,9398.8,292952
1,Indiana/Hyde Park,08/01/2008,2860,0,0,60060
2,Hyde Park Express,08/01/2008,2255.4,0,0,47364
3,King Drive,08/01/2008,20592.6,19272.6,13106.2,594338
X3,King Drive Express,08/01/2008,2461,0,0,51681
4,Cottage Grove,08/01/2008,22976.9,19828.8,15425.7,658788
X4,Cottage Grove Express,08/01/2008,2837,0,0,59577
5,South Shore Night Bus,08/01/2008,439,508.6,607.7,14801
6,Jackson Park Express,08/01/2008,12217.5,11585.9,8393.7,356466
7,Harrison,08/01/2008,6450.2,0,0,135454
8,Halsted,08/01/2008,21899.4,16608.2,12541.6,605638
8A,South Halsted,08/01/2008,4040,4077.7,2404.5,117251
9,Ashland,08/01/2008,21951.1,27427.1,20334.7,699783
X9,Ashland Express,08/01/2008,11317.9,0,0,237677
10,Museum of S & I,08/01/2008,1335.4,1552.9,1070,41158
11,Lincoln/Sedgwick,08/01/2008,6008.2,2452.7,1824.4,147558
12,Roosevelt,08/01/2008,14796,10586.5,8978.4,408541
