route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
53AL,South Pulaski Limited,01/01/2005,173.5,0,0,173
54,Cicero,01/01/2005,10692.9,7133.4,5195.8,284260
54A,North Cicero/Skokie Blvd.,01/01/2005,1096.1,0,0,23018
54B,South Cicero,01/01/2005,3904.2,2902,2123.7,106337
55,Garfield,01/01/2005,13825.5,9221.9,6521.8,366353
X55,Garfield Express,01/01/2005,862.9,0,0,18120
55N,55th/Narragansett,01/01/2005,948.3,150.5,0,20516
56,Milwaukee,01/01/2005,12619.8,6929,4869.5,321948
56A,North Milwaukee,01/01/2005,766.4,0,0,16094
57,Laramie,01/01/2005,2993.6,1449.9,769.1,73281
59,59th/61st,01/01/2005,3444.2,1671.4,0,79013
60,Blue Island/26th,01/01/2005,12887.3,6466.6,4915,325989
62,Archer,01/01/2005,13015.8,6391.6,4504,325923
62H,Archer/Harlem,01/01/2005,1180.9,368.4,0,26272
63,63rd,01/01/2005,19928.3,13003.2,10272.8,532144
63W,West 63rd,01/01/2005,2035.3,592.6,391.2,47458
64,Foster-Canfield,01/01/2005,208.5,0,0,4379
65,Grand,01/01/2005,6255.6,2429.3,1697,151267
66,Chicago,01/01/2005,19846.7,11616.2,8559.4,514603
67,67th-69th-71st,01/01/2005,13781.8,8156.1,6432.7,360639
68,Northwest Highway,01/01/2005,1489.7,477.4,224,34538
69,Cumberland/East River,01/01/2005,443.7,0,0,9319
70,Division,01/01/2005,10303.1,6111.9,4410.5,267277
71,71st/South Shore,01/01/2005,10732.6,7706.1,5857.1,291352
72,North,01/01/2005,14167.8,10038.2,6974.6,379524
73,Armitage,01/01/2005,5873.6,2324.1,1411.4,141110
74,Fullerton,01/01/2005,11808.8,7480.4,5365.3,310098
75,74th-75th,01/01/2005,7573.6,4982.2,3845.2,202047
76,Diversey,01/01/2005,11279.4,6429.7,4168.7,287598
77,Belmont,01/01/2005,20390.6,13279.1,8602.7,532934
78,Montrose,01/01/2005,7954.6,5014.6,3118.7,205818
79,79th,01/01/2005,31618.5,21323.2,16630.2,849061
80,Irving Park,01/01/2005,11188.8,8551.1,5175.6,300222
X80,Irving Park Express,01/01/2005,2347.9,338.9,572.3,54094
81,Lawrence,01/01/2005,13726.8,9325.6,6673.4,365604
81W,West Lawrence,01/01/2005,1469.6,883.4,414.2,36881
82,Kimball-Homan,01/01/2005,18150.8,9315.5,6412.6,456904
84,Peterson,01/01/2005,3889.6,1564.5,774.9,92589
85,Central,01/01/2005,12601,7039,4552.5,320091
85A,North Central,01/01/2005,875.8,94.5,0,18770
86,Narragansett/Ridgeland,01/01/2005,1749.1,0,0,36731
87,87th,01/01/2005,16081.8,9085,6185.8,411172
88,Higgins,01/01/2005,1934.8,663.5,526.3,46442
90,Harlem,01/01/2005,3854.6,2933.2,1815.8,103574
90N,North Harlem,01/01/2005,352.2,70.1,0,7607
91,Austin,01/01/2005,8287.4,3572.9,2282.1,202019
92,Foster,01/01/2005,7579.9,3684,2162.1,186886
93,California/Dodge,01/01/2005,3530.4,1070.6,0,78420
94,South California,01/01/2005,10410.4,4319.3,3189.7,255034
95E,93rd-95th,01/01/2005,4855,3404,2524.5,130717
95W,West 95th,01/01/2005,3901.9,3577,2537.7,111474
96,Lunt,01/01/2005,1077.4,0,0,22626
97,Skokie,01/01/2005,3056.8,2191.6,1523.4,82099
X98,Avon Express,01/01/2005,361.8,213.3,0,8451
X99,Chicago Manufacturing Campus,01/01/2005,108,0,0,2269
100,Jeffery Manor Express,01/01/2005,1017.8,0,0,21374
103,West 103rd,01/01/2005,3901.1,1308.4,1033,93355
106,East 103rd,01/01/2005,1959.2,487.4,338.3,45122
108,Halsted/95th,01/01/2005,2636.3,0,0,55363
111,Pullman/111th/115th,01/01/2005,6301.8,2685.5,2144.4,155946
112,Vincennes/111th,01/01/2005,3419.1,1239.7,715.5,81052
119,Michigan/119th,01/01/2005,5721,3784.7,2912.7,152756
120,Ogilvie/Wacker Express,01/01/2005,2237.9,0,0,46997
121,Union/Wacker Express,01/01/2005,2407.5,0,0,50557
122,Illinois Center/Ogilvie Express,01/01/2005,721,0,0,15141
123,Illinois Center/Union Express,01/01/2005,757.5,0,0,15907
124,Navy Pier,01/01/2005,976.4,768.2,842.9,28635
125,Water Tower Express,01/01/2005,3037.8,0,0,63794
126,Jackson,01/01/2005,9466.3,3614.8,2582.6,228747
127,Madison/Roosevelt Circulator,01/01/2005,379.8,0,0,7976
128,Soldier Field Express,01/01/2005,0,0,1304.5,1305
129,West Loop/South Loop,01/01/2005,1091,0,0,22910
134,Stockton/LaSalle Express,01/01/2005,1811.4,0,0,38038
135,Clarendon/LaSalle Express,01/01/2005,2377.7,0,0,49931
136,Sheridan/LaSalle Express,01/01/2005,1512.4,0,0,31761
143,Stockton/Michigan Express,01/01/2005,1006.9,0,0,21145
144,Marine/Michigan Express,01/01/2005,577.3,0,0,12122
145,Wilson/Michigan Express,01/01/2005,5581.8,3527.4,2165.3,144320
146,Inner Drive/Michigan Express,01/01/2005,7677.4,5057.3,4210,206715
147,Outer Drive Express,01/01/2005,10540.5,5643.6,3439.1,264560
148,Clarendon/Michigan Express,01/01/2005,1379.9,0,0,28978
151,Sheridan,01/01/2005,18605.8,12574.7,9268.1,496629
152,Addison,01/01/2005,10706.1,3891.8,2452.3,255108
155,Devon,01/01/2005,6514.5,5163.4,3962.8,181235
156,LaSalle,01/01/2005,9118.4,0,0,191486
157,Streeterville/Taylor,01/01/2005,3024.3,0,0,63510
168,UIC-Pilsen Express,01/01/2005,85.4,0,0,1793
169,69th-UPS Express,01/01/2005,270.5,39.7,0,5720
170,U. of Chicago/Midway,01/01/2005,366.7,0,0,7701
171,U. of Chicago/Hyde Park,01/01/2005,1816.3,667.4,498,43801
172,U. of Chicago/Kenwood,01/01/2005,1181.5,211.2,51.4,25965
173,U. of Chicago/Lakeview Express,01/01/2005,202.1,195.3,141.3,5873
200,Main Shuttle,01/01/2005,332.6,0,0,6984
201,Central/Ridge,01/01/2005,1426.5,712.4,241.5,34255
205,Chicago/Golf,01/01/2005,1111.4,0,0,23340
206,Evanston Circulator,01/01/2005,1107.5,0,0,23258
1,Indiana/Hyde Park,02/01/2005,3338.2,0,0,66765
2,Hyde Park Express,02/01/2005,2278.6,0,0,45572
3,King Drive,02/01/2005,25434.6,17747.8,9796.2,618868
X3,King Drive Express,02/01/2005,150.2,0,0,1953
4,Cottage Grove,02/01/2005,25644.1,19421.5,12947.4,642357
X4,Cottage Grove Express,02/01/2005,219,0,0,2628
6,Jackson Park Express,02/01/2005,10411.9,9618.2,5402.6,268321
7,Harrison,02/01/2005,6104.9,0,0,122098
8,Halsted,02/01/2005,20461.1,13806.7,9549.9,502648
8A,South Halsted,02/01/2005,3437.7,3103.1,1905.1,88787
9,Ashland,02/01/2005,31317.3,24257.4,15263.4,784429
10,Museum of S & I,02/01/2005,0,968.3,443,5645
11,Lincoln/Sedgwick,02/01/2005,3016.9,1630.5,878.5,70374
12,Roosevelt,02/01/2005,11416.2,7288,4670.4,276157
14,Jeffery Express,02/01/2005,13580.8,5210.4,3336.9,305806
15,Jeffery Local,02/01/2005,8862,6374.2,3229.9,215656
17,Westchester,02/01/2005,500.8,0,0,10016
18,16th/18th,02/01/2005,1439.5,933,646.5,35108
19,United Center Express,02/01/2005,513.8,0,0,1542
20,Madison,02/01/2005,24713.5,17024.4,10006.3,602394
21,Cermak,02/01/2005,6794.3,8869.6,5434.9,193103
22,Clark,02/01/2005,20354,15832.8,10463.8,512266
24,Wentworth,02/01/2005,4557.4,0,0,91148
25,West Cermak,02/01/2005,394.7,0,0,7894
26,South Shore Express,02/01/2005,2283.4,0,0,45667
28,Stony Island,02/01/2005,10575.5,5327.2,3409.1,246454
X28,Stony Island Express,02/01/2005,362.7,0,0,7253
29,State,02/01/2005,15376.4,12732.2,7503.7,388472
30,South Chicago,02/01/2005,3756.9,1933.6,1164.5,87530
33,Mag Mile Express,02/01/2005,651.6,0,0,13033
34,South Michigan,02/01/2005,6011.7,4965.7,3096.9,152485
35,35th,02/01/2005,5823,3129.7,1601.5,135385
36,Broadway,02/01/2005,15209.7,14118.5,9334.8,398007
37,Sedgwick,02/01/2005,2725,0,0,54500
39,Pershing,02/01/2005,1882.9,0,0,37658
43,43rd,02/01/2005,1587.7,778.4,400.9,36471
44,Wallace-Racine,02/01/2005,6616.4,2979.5,1634.9,150787
47,47th,02/01/2005,12028,9194.9,5349.7,298738
48,South Damen,02/01/2005,1256.7,0,0,25133
49,Western,02/01/2005,19703.5,21928.6,13266.9,534851
49A,South Western,02/01/2005,833.7,0,0,16673
49B,North Western,02/01/2005,4802.5,3076.6,2010.6,116399
X49,Western Express,02/01/2005,11451.7,0,0,229034
50,Damen,02/01/2005,7827.3,4409.6,2572.5,184474
51,51st,02/01/2005,3055.3,2005.9,1277,74238
52,Kedzie/California,02/01/2005,11477.4,7441,4791.7,278479
52A,South Kedzie,02/01/2005,6463.8,3880.4,2263.2,153851
53,Pulaski,02/01/2005,23448.2,16169.5,9782,572770
53A,South Pulaski,02/01/2005,9590.5,3927.5,1930.5,215241
53AL,South Pulaski Limited,02/01/2005,214.6,0,0,4292
54,Cicero,02/01/2005,11737.1,10335.6,5662.7,298735
54A,North Cicero/Skokie Blvd.,02/01/2005,1056.4,0,0,21127
54B,South Cicero,02/01/2005,4443.3,4644.5,2405.3,117065
55,Garfield,02/01/2005,13967.8,10632.1,7104,350300
X55,Garfield Express,02/01/2005,1781.7,0,0,35635
55N,55th/Narragansett,02/01/2005,936.1,192.3,0,19492
56,Milwaukee,02/01/2005,13478.5,8803.4,5484.2,326721
56A,North Milwaukee,02/01/2005,1060.5,0,0,21209
57,Laramie,02/01/2005,3213.6,1661,886.6,74463
59,59th/61st,02/01/2005,3983.1,1903.7,0,87277
60,Blue Island/26th,02/01/2005,14073.8,8515.5,5574,337833
62,Archer,02/01/2005,14329.7,8096.3,5143.1,339552
62H,Archer/Harlem,02/01/2005,1303.3,542.2,0,28234
63,63rd,02/01/2005,21925.4,17275.6,12304.1,556828
63W,West 63rd,02/01/2005,2186.1,717.2,439.8,48350
64,Foster-Canfield,02/01/2005,166.8,0,0,3337
65,Grand,02/01/2005,6254.3,2961.8,1435.2,142674
66,Chicago,02/01/2005,21313.8,14652.8,8088.9,517243
67,67th-69th-71st,02/01/2005,15191.9,11076.5,7011.4,376189
68,Northwest Highway,02/01/2005,1774.3,549.8,260,38724
69,Cumberland/East River,02/01/2005,387.1,0,0,6968
70,Division,02/01/2005,11006.4,7596,5029.9,270632
71,71st/South Shore,02/01/2005,12507.6,9085.5,5883.2,310027
72,North,02/01/2005,15359.9,11849.3,7258.4,383628
73,Armitage,02/01/2005,6694.3,2676.3,1503.3,150604
74,Fullerton,02/01/2005,11953.4,9309.6,6244.9,301287
75,74th-75th,02/01/2005,8458.9,6535.2,3818.9,210593
76,Diversey,02/01/2005,12089.1,7860.9,4595.9,291609
77,Belmont,02/01/2005,22070.8,15238.9,9494.2,540348
78,Montrose,02/01/2005,8802.7,5378.3,3466.4,211433
79,79th,02/01/2005,34634.5,28127.6,17928.7,876915
80,Irving Park,02/01/2005,11521.1,9285.7,5704,290382
X80,Irving Park Express,02/01/2005,2741.3,1021.7,601.9,61320
81,Lawrence,02/01/2005,14315.2,10687.2,7280.1,358174
81W,West Lawrence,02/01/2005,1526.5,1028.4,371.6,36130
82,Kimball-Homan,02/01/2005,18841.1,12013,6698.7,451669
84,Peterson,02/01/2005,3820.5,1974.2,886.8,87854
85,Central,02/01/2005,12801.1,9305,5125.8,313744
85A,North Central,02/01/2005,1083,123.2,0,22153
86,Narragansett/Ridgeland,02/01/2005,2052.7,0,0,41055
87,87th,02/01/2005,17510.2,13008.9,5949.8,426040
88,Higgins,02/01/2005,1912.6,801.8,625.6,43961
90,Harlem,02/01/2005,4439.3,4025.2,2056.3,113112
90N,North Harlem,02/01/2005,458.1,142.6,0,9732
91,Austin,02/01/2005,8911,4479.1,2680.5,206859
92,Foster,02/01/2005,8220.6,4370.5,2337.1,191242
93,California/Dodge,02/01/2005,3279.7,1748.5,0,72588
94,South California,02/01/2005,11053.3,5852.5,3678.8,259191
95E,93rd-95th,02/01/2005,5532.1,4557.6,2904.3,140489
95W,West 95th,02/01/2005,4750.4,4908,3109.9,127080
96,Lunt,02/01/2005,1163.6,0,0,23272
97,Skokie,02/01/2005,3199,2543.6,1217.5,79024
X98,Avon Express,02/01/2005,414.1,227.3,0,9190
X99,Chicago Manufacturing Campus,02/01/2005,160.2,0,0,3204
100,Jeffery Manor Express,02/01/2005,1129.2,0,0,22584
103,West 103rd,02/01/2005,4239.5,2313.5,1000.2,98045
106,East 103rd,02/01/2005,2168.9,685.9,346.2,47506
108,Halsted/95th,02/01/2005,3370.8,0,0,67416
111,Pullman/111th/115th,02/01/2005,6720.1,3574.5,2310.7,157942
112,Vincennes/111th,02/01/2005,3813.5,1604,927.1,86394
119,Michigan/119th,02/01/2005,6251,4694.9,2871.1,155284
120,Ogilvie/Wacker Express,02/01/2005,1962.4,0,0,39247
121,Union/Wacker Express,02/01/2005,2244.2,0,0,44883
122,Illinois Center/Ogilvie Express,02/01/2005,768.1,0,0,15363
123,Illinois Center/Union Express,02/01/2005,741.6,0,0,14833
124,Navy Pier,02/01/2005,939.4,940.9,435.8,24294
125,Water Tower Express,02/01/2005,2830.6,0,0,56612
126,Jackson,02/01/2005,9872.1,4964.4,2839.9,228659
127,Madison/Roosevelt Circulator,02/01/2005,1230.4,7041.5,4131.5,46955
129,West Loop/South Loop,02/01/2005,914.4,0,0,18288
134,Stockton/LaSalle Express,02/01/2005,1629.2,0,0,32584
135,Clarendon/LaSalle Express,02/01/2005,2600.5,0,0,52009
136,Sheridan/LaSalle Express,02/01/2005,1657.6,0,0,33153
143,Stockton/Michigan Express,02/01/2005,911.2,0,0,18225
144,Marine/Michigan Express,02/01/2005,580.7,0,0,11614
145,Wilson/Michigan Express,02/01/2005,6090.8,4539.7,2241.6,148940
146,Inner Drive/Michigan Express,02/01/2005,7836.6,6530.6,4829.6,202173
147,Outer Drive Express,02/01/2005,11100.4,7823.6,4206.4,270129
148,Clarendon/Michigan Express,02/01/2005,1471.3,0,0,29426
151,Sheridan,02/01/2005,19840.9,15291.5,9442,495753
152,Addison,02/01/2005,11156.1,4708.9,2709.4,252794
155,Devon,02/01/2005,6586.8,5911.3,4212.8,172232
156,LaSalle,02/01/2005,9312.1,0,0,186242
157,Streeterville/Taylor,02/01/2005,3238.7,0,0,64774
168,UIC-Pilsen Express,02/01/2005,76.8,0,0,1537
169,69th-UPS Express,02/01/2005,266.6,17.6,0,5350
170,U. of Chicago/Midway,02/01/2005,337.8,0,0,6757
171,U. of Chicago/Hyde Park,02/01/2005,1599,361.2,617,35892
172,U. of Chicago/Kenwood,02/01/2005,1254.1,219.5,22.5,26049
173,U. of Chicago/Lakeview Express,02/01/2005,218,292.4,113.9,5986
200,Main Shuttle,02/01/2005,307.2,0,0,6145
201,Central/Ridge,02/01/2005,1398,786.4,132.8,31637
205,Chicago/Golf,02/01/2005,1217,0,0,24340
206,Evanston Circulator,02/01/2005,1079.6,0,0,21592
1,Indiana/Hyde Park,03/01/2005,3119.6,0,0,71752
2,Hyde Park Express,03/01/2005,2395.7,0,0,55101
3,King Drive,03/01/2005,24339.5,15961.1,9954.9,663472
X3,King Drive Express,03/01/2005,257.6,0,0,2318
4,Cottage Grove,03/01/2005,23929.1,17277.6,13205.8,672302
X4,Cottage Grove Express,03/01/2005,194.7,0,0,2531
6,Jackson Park Express,03/01/2005,10678.2,8877.7,5506.8,303137
7,Harrison,03/01/2005,5777.5,0,0,132882
8,Halsted,03/01/2005,19071.1,12480.2,9823.4,527849
8A,South Halsted,03/01/2005,3319.9,2663.4,1936.4,94757
9,Ashland,03/01/2005,29587.9,23173,17160.6,841857
10,Museum of S & I,03/01/2005,0,789.6,559,5395
11,Lincoln/Sedgwick,03/01/2005,3140.2,1620.3,1222.3,83595
12,Roosevelt,03/01/2005,10829.9,6475.4,5739.4,297946
14,Jeffery Express,03/01/2005,13405.1,5107.4,3686.9,343495
15,Jeffery Local,03/01/2005,7822.6,5991.8,3471.7,217773
17,Westchester,03/01/2005,475.3,0,0,10932
18,16th/18th,03/01/2005,1380.8,921.4,701.9,38251
19,United Center Express,03/01/2005,1016.7,1518.2,513,12700
20,Madison,03/01/2005,22794.3,14990.6,9669.5,622910
21,Cermak,03/01/2005,6352.2,7440,4691.1,194625
22,Clark,03/01/2005,20210.9,14740.2,11339.2,569169
24,Wentworth,03/01/2005,4171.7,0,0,95948
25,West Cermak,03/01/2005,340.1,0,0,7823
26,South Shore Express,03/01/2005,2244.8,0,0,51631
28,Stony Island,03/01/2005,9846.7,5049.1,3535.1,260812
X28,Stony Island Express,03/01/2005,572.3,0,0,13163
29,State,03/01/2005,15226.1,12354.6,8370,433098
30,South Chicago,03/01/2005,3384,1807.4,691.2,87826
33,Mag Mile Express,03/01/2005,670.2,0,0,15414
34,South Michigan,03/01/2005,5158.6,4265.9,3221.5,148598
35,35th,03/01/2005,5640.9,2782.6,1656.2,147495
36,Broadway,03/01/2005,15240.6,13623.6,10007.5,445059
37,Sedgwick,03/01/2005,2670.7,0,0,61427
39,Pershing,03/01/2005,1752.2,0,0,40300
43,43rd,03/01/2005,1437.1,668.1,274.1,36821
44,Wallace-Racine,03/01/2005,6324.2,2998.3,1896.9,165038
47,47th,03/01/2005,11233.5,7882.5,5918.6,313575
48,South Damen,03/01/2005,1100.4,0,0,25310
49,Western,03/01/2005,18870.6,18765.9,14277.9,566199
49A,South Western,03/01/2005,741.6,0,0,17057
49B,North Western,03/01/2005,5076.7,3111.4,2050.8,137413
X49,Western Express,03/01/2005,11034.9,0,0,253802
50,Damen,03/01/2005,7627.9,3957.9,2578.5,201586
51,51st,03/01/2005,2631.1,1665.8,1648,73771
52,Kedzie/California,03/01/2005,10824.8,7606.4,5253.7,300410
52A,South Kedzie,03/01/2005,6104.6,3107.6,2523,162929
53,Pulaski,03/01/2005,21960.4,15510.3,10335.8,608474
53A,South Pulaski,03/01/2005,8919.9,3130,2192.4,226446
53AL,South Pulaski Limited,03/01/2005,223.1,0,0,5132
54,Cicero,03/01/2005,11038.2,9777.7,5651.3,315594
54A,North Cicero/Skokie Blvd.,03/01/2005,1090.8,0,0,25088
54B,South Cicero,03/01/2005,4566.5,3942.9,2691.2,131566
55,Garfield,03/01/2005,13242.2,10491.6,7246,375522
X55,Garfield Express,03/01/2005,1550.3,0,0,35656
55N,55th/Narragansett,03/01/2005,893.2,187.3,0,21293
56,Milwaukee,03/01/2005,13427.7,8888.1,5973.7,368285
56A,North Milwaukee,03/01/2005,919.8,0,0,21155
57,Laramie,03/01/2005,3008.5,1391.5,927.9,78472
59,59th/61st,03/01/2005,3699.8,1986.5,0,93042
60,Blue Island/26th,03/01/2005,13746.4,8551.5,6361.2,375819
62,Archer,03/01/2005,14229.2,6765.4,5362.2,375783
62H,Archer/Harlem,03/01/2005,1252.8,450.1,0,30614
63,63rd,03/01/2005,20178.9,15892.9,12890.5,579249
63W,West 63rd,03/01/2005,2073.6,582.7,441.5,51789
64,Foster-Canfield,03/01/2005,174.2,0,0,4007
65,Grand,03/01/2005,6558.6,3285.6,1955.2,171812
66,Chicago,03/01/2005,20654.3,14305.9,9309.8,569512
67,67th-69th-71st,03/01/2005,14250.5,9486.2,7514.4,395764
68,Northwest Highway,03/01/2005,1608.5,642,319,40840
69,Cumberland/East River,03/01/2005,352.3,0,0,8103
70,Division,03/01/2005,10295.4,6936.6,5485.9,286483
71,71st/South Shore,03/01/2005,11558.7,7972.5,6389.2,323296
72,North,03/01/2005,14719.9,11332.9,7692.7,414659
73,Armitage,03/01/2005,6437.6,2863.9,1734.8,166458
74,Fullerton,03/01/2005,11302.5,9072.9,6698.2,323042
75,74th-75th,03/01/2005,7596.6,5586.4,3829.8,212388
76,Diversey,03/01/2005,11733.7,7410.1,5176.2,320220
77,Belmont,03/01/2005,21440.2,14794.9,10371.6,593792
78,Montrose,03/01/2005,8551.6,5106.7,3773.6,232208
79,79th,03/01/2005,32680.4,25530.1,18731.7,928696
80,Irving Park,03/01/2005,11158,9164.2,6164.5,317949
X80,Irving Park Express,03/01/2005,2746.3,827.7,644.7,69054
81,Lawrence,03/01/2005,13793.6,10570.6,8003.2,391547
81W,West Lawrence,03/01/2005,1703.6,747.5,377.9,43685
82,Kimball-Homan,03/01/2005,17831.5,11224.1,7743.3,485994
84,Peterson,03/01/2005,3816.6,1832.6,897.5,98702
85,Central,03/01/2005,11926.3,8203.6,5622.2,329608
85A,North Central,03/01/2005,903.7,97.7,0,21176
86,Narragansett/Ridgeland,03/01/2005,1725.5,0,0,39686
87,87th,03/01/2005,16570.5,12312.3,6444,456146
88,Higgins,03/01/2005,1799.7,703.3,564.1,46462
90,Harlem,03/01/2005,4526,3803.9,2169.5,127991
90N,North Harlem,03/01/2005,403.5,127.6,0,9791
91,Austin,03/01/2005,8615.2,4311.1,2687.9,226144
92,Foster,03/01/2005,7767,4033,2407.9,204404
93,California/Dodge,03/01/2005,3221.8,1456.4,0,79926
94,South California,03/01/2005,10576.6,4730.7,3766.9,277253
95E,93rd-95th,03/01/2005,5044.7,4222.9,2960.7,144763
95W,West 95th,03/01/2005,4309.2,4230.9,2928.7,127750
96,Lunt,03/01/2005,1097.6,0,0,25245
97,Skokie,03/01/2005,3173.5,2304.4,1272.3,87298
X98,Avon Express,03/01/2005,408,251.1,0,10389
X99,Chicago Manufacturing Campus,03/01/2005,105,0,0,1995
100,Jeffery Manor Express,03/01/2005,994.1,0,0,22865
103,West 103rd,03/01/2005,3638.4,2112.2,1080.2,96453
106,East 103rd,03/01/2005,1846.4,652.3,295.6,46260
108,Halsted/95th,03/01/2005,3007.8,0,0,69180
111,Pullman/111th/115th,03/01/2005,6112.7,3262.7,2731.2,164567
112,Vincennes/111th,03/01/2005,3387.2,1459.5,1162.9,88395
119,Michigan/119th,03/01/2005,6425.1,4495.5,2954.8,177578
120,Ogilvie/Wacker Express,03/01/2005,1972.7,0,0,45371
121,Union/Wacker Express,03/01/2005,2138.8,0,0,49193
122,Illinois Center/Ogilvie Express,03/01/2005,760.2,0,0,17484
123,Illinois Center/Union Express,03/01/2005,842.5,0,0,19377
124,Navy Pier,03/01/2005,1270.9,1534.2,1125.6,39869
125,Water Tower Express,03/01/2005,2920,0,0,67160
126,Jackson,03/01/2005,9404.7,4352.7,2979.8,245639
127,Madison/Roosevelt Circulator,03/01/2005,414.3,0,0,9529
129,West Loop/South Loop,03/01/2005,936.6,0,0,21542
134,Stockton/LaSalle Express,03/01/2005,1749.6,0,0,40241
135,Clarendon/LaSalle Express,03/01/2005,2690.1,0,0,61871
136,Sheridan/LaSalle Express,03/01/2005,1516.3,0,0,34876
143,Stockton/Michigan Express,03/01/2005,909.1,0,0,20908
144,Marine/Michigan Express,03/01/2005,638.6,0,0,14687
145,Wilson/Michigan Express,03/01/2005,6046.7,4142.6,2598.5,166038
146,Inner Drive/Michigan Express,03/01/2005,8619.2,6871.8,5274,246826
147,Outer Drive Express,03/01/2005,11284.6,7628.2,4495.6,308042
148,Clarendon/Michigan Express,03/01/2005,1516.6,0,0,34881
151,Sheridan,03/01/2005,19922,14585.8,10436.5,558295
152,Addison,03/01/2005,10711.5,4665.3,3097.2,277415
155,Devon,03/01/2005,6299.2,5999.5,4055.5,185102
156,LaSalle,03/01/2005,8868.4,0,0,203972
157,Streeterville/Taylor,03/01/2005,3113.1,0,0,71602
168,UIC-Pilsen Express,03/01/2005,59.2,0,0,1362
169,69th-UPS Express,03/01/2005,300.9,5.8,0,6933
170,U. of Chicago/Midway,03/01/2005,349.1,0,0,8030
171,U. of Chicago/Hyde Park,03/01/2005,1229.3,372.2,294.4,30940
172,U. of Chicago/Kenwood,03/01/2005,904.3,218.5,83.1,22006
173,U. of Chicago/Lakeview Express,03/01/2005,208.5,226.3,125.5,6203
200,Main Shuttle,03/01/2005,319.1,0,0,7339
201,Central/Ridge,03/01/2005,1426.8,985.1,99.4,37155
205,Chicago/Golf,03/01/2005,1187.2,0,0,27306
206,Evanston Circulator,03/01/2005,1137.6,0,0,26166
1,Indiana/Hyde Park,04/01/2005,3183.1,0,0,66844
2,Hyde Park Express,04/01/2005,2453.3,0,0,51520
3,King Drive,04/01/2005,23596.2,15274.5,10041.4,612059
X3,King Drive Express,04/01/2005,298.5,0,0,5672
4,Cottage Grove,04/01/2005,24868.4,19282.1,12476.6,668554
X4,Cottage Grove Express,04/01/2005,272.3,0,0,4901
6,Jackson Park Express,04/01/2005,11071.8,9934.9,5866.5,305649
7,Harrison,04/01/2005,6007.1,0,0,126149
8,Halsted,04/01/2005,20047.9,13484.8,10035,528570
8A,South Halsted,04/01/2005,3471.9,2779.3,1968.3,94680
9,Ashland,04/01/2005,31437.8,23481.6,17505.7,847624
10,Museum of S & I,04/01/2005,0,1427.2,532.8,9267
11,Lincoln/Sedgwick,04/01/2005,3364.6,1939.8,1558.9,86591
12,Roosevelt,04/01/2005,11372.6,7239.5,6213.3,299876
14,Jeffery Express,04/01/2005,14123.8,5307.4,3790.3,338299
15,Jeffery Local,04/01/2005,7940.4,5951,3508.1,210535
17,Westchester,04/01/2005,516.7,0,0,10852
18,16th/18th,04/01/2005,1457.3,988.7,722.9,38439
19,United Center Express,04/01/2005,460.7,351.8,468.7,3015
20,Madison,04/01/2005,23113,14791.4,9182.6,596061
43,43rd,09/01/2006,1493.4,693.9,313,34903
44,Wallace-Racine,09/01/2006,7274.3,3238.3,1766.4,170509
47,47th,09/01/2006,12470.8,9120.8,6141.6,325729
48,South Damen,09/01/2006,1117.7,0,0,22353
49,Western,09/01/2006,20289.3,21470.2,14490.8,585590
49A,South Western,09/01/2006,684.8,0,0,13696
49B,North Western,09/01/2006,5181.1,3396.2,2751.2,134360
X49,Western Express,09/01/2006,12674.2,0,0,253484
50,Damen,09/01/2006,8831.3,4539.5,2989.6,214271
51,51st,09/01/2006,2493,1251.7,1089.2,61565
52,Kedzie/California,09/01/2006,12616.5,8916.1,6179.3,327806
52A,South Kedzie,09/01/2006,5234.2,2167.5,1290,121971
53,Pulaski,09/01/2006,22339.9,14853.7,10013.8,571135
53A,South Pulaski,09/01/2006,9930.1,4013.6,1968.2,228511
53AL,South Pulaski Limited,09/01/2006,297.7,0,0,5954
54,Cicero,09/01/2006,14336.7,9999.7,6449.8,368982
X54,Cicero Express,09/01/2006,497.5,0,0,9949
54A,North Cicero/Skokie Blvd.,09/01/2006,1258,0,0,25159
54B,South Cicero,09/01/2006,4211.4,4725,2751,121607
55,Garfield,09/01/2006,14751.7,10098.1,7966,385354
X55,Garfield Express,09/01/2006,1604.8,0,0,32096
55N,55th/Narragansett,09/01/2006,1010.7,143.2,0,20929
56,Milwaukee,09/01/2006,13550.3,8826,5856.2,344418
56A,North Milwaukee,09/01/2006,602,0,0,12039
57,Laramie,09/01/2006,3018.8,1640.8,885.6,73009
59,59th/61st,09/01/2006,3859.7,1887.8,0,86634
21,Cermak,04/01/2005,6467.7,7291,4945.6,192060
22,Clark,04/01/2005,20539.6,17509.3,13683.7,573613
24,Wentworth,04/01/2005,4355.6,0,0,91467
25,West Cermak,04/01/2005,342.7,0,0,6854
26,South Shore Express,04/01/2005,2495.1,0,0,52397
28,Stony Island,04/01/2005,9607.5,5652.2,3617.7,244489
X28,Stony Island Express,04/01/2005,1059.7,0,0,22254
29,State,04/01/2005,15822.3,11959.9,8681.3,426792
30,South Chicago,04/01/2005,3608.6,2003,807.1,89023
33,Mag Mile Express,04/01/2005,606.7,0,0,12741
34,South Michigan,04/01/2005,5902.2,4905.4,3012.4,160523
